Target,Source1,Source2,BDeu
AT2G38210,AT1G72360,AT1G10480,-29.6625317941544
AT2G38210,AT1G72360,AT1G18570,-29.6625317941544
AT2G38210,AT1G72360,AT2G40220,-29.6625317941544
AT2G38210,AT1G72360,AT2G44940,-29.6625317941544
AT2G38210,AT1G72360,AT3G16350,-29.6625317941544
AT2G38210,AT1G72360,AT4G28140,-29.6625317941544
AT2G38210,AT1G72360,AT5G21120,-29.6625317941544
AT2G38210,AT3G03450,AT1G10480,-29.6625317941544
AT2G38210,AT3G03450,AT1G18570,-29.6625317941544
AT2G38210,AT3G03450,AT2G40220,-29.6625317941544
AT2G38210,AT3G03450,AT2G44940,-29.6625317941544
AT2G38210,AT3G03450,AT3G16350,-29.6625317941544
AT2G38210,AT3G03450,AT4G28140,-29.6625317941544
AT2G38210,AT3G03450,AT5G21120,-29.6625317941544
AT2G38210,AT4G39780,AT1G10480,-29.6625317941544
AT2G38210,AT4G39780,AT1G18570,-29.6625317941544
AT2G38210,AT4G39780,AT2G40220,-29.6625317941544
AT2G38210,AT4G39780,AT2G44940,-29.6625317941544
AT2G38210,AT4G39780,AT3G16350,-29.6625317941544
AT2G38210,AT4G39780,AT4G28140,-29.6625317941544
AT2G38210,AT4G39780,AT5G21120,-29.6625317941544
AT2G38210,AT1G10480,AT1G12890,-29.6625317941544
AT2G38210,AT1G10480,AT1G21910,-29.6625317941544
AT2G38210,AT1G12890,AT1G18570,-29.6625317941544
AT2G38210,AT1G12890,AT2G40220,-29.6625317941544
AT2G38210,AT1G12890,AT2G44940,-29.6625317941544
AT2G38210,AT1G12890,AT3G16350,-29.6625317941544
AT2G38210,AT1G12890,AT4G28140,-29.6625317941544
AT2G38210,AT1G12890,AT5G21120,-29.6625317941544
AT2G38210,AT1G18570,AT1G21910,-29.6625317941544
AT2G38210,AT1G21910,AT2G40220,-29.6625317941544
AT2G38210,AT1G21910,AT2G44940,-29.6625317941544
AT2G38210,AT1G21910,AT3G16350,-29.6625317941544
AT2G38210,AT1G21910,AT4G28140,-29.6625317941544
AT2G38210,AT1G21910,AT5G21120,-29.6625317941544
AT2G38210,AT1G18570,AT1G77640,-29.6625317941544
AT2G38210,AT1G77640,AT3G16350,-29.6625317941544
AT2G38210,AT1G77640,AT5G21120,-29.6625317941544
AT2G38210,AT1G10480,AT1G18570,-29.6625317941544
AT2G38210,AT1G10480,AT1G77640,-29.6625317941544
AT2G38210,AT1G10480,AT2G40220,-29.6625317941544
AT2G38210,AT1G10480,AT2G44940,-29.6625317941544
AT2G38210,AT1G10480,AT3G16350,-29.6625317941544
AT2G38210,AT1G10480,AT4G28140,-29.6625317941544
AT2G38210,AT1G10480,AT5G21120,-29.6625317941544
AT2G38210,AT1G18570,AT2G40220,-29.6625317941544
AT2G38210,AT1G18570,AT2G44940,-29.6625317941544
AT2G38210,AT1G18570,AT3G16350,-29.6625317941544
AT2G38210,AT1G18570,AT4G28140,-29.6625317941544
AT2G38210,AT1G18570,AT5G21120,-29.6625317941544
AT2G38210,AT1G77640,AT2G40220,-29.6625317941544
AT2G38210,AT1G77640,AT2G44940,-29.6625317941544
AT2G38210,AT1G77640,AT4G28140,-29.6625317941544
AT2G38210,AT2G31180,AT2G40220,-29.6625317941544
AT2G38210,AT2G31180,AT2G44940,-29.6625317941544
AT2G38210,AT2G31180,AT3G16350,-29.6625317941544
AT2G38210,AT2G31180,AT4G28140,-29.6625317941544
AT2G38210,AT2G31180,AT5G21120,-29.6625317941544
AT2G38210,AT2G40220,AT2G44940,-29.6625317941544
AT2G38210,AT2G40220,AT3G16350,-29.6625317941544
AT2G38210,AT2G40220,AT4G28140,-29.6625317941544
AT2G38210,AT2G40220,AT5G21120,-29.6625317941544
AT2G38210,AT2G44940,AT3G16350,-29.6625317941544
AT2G38210,AT2G44940,AT4G28140,-29.6625317941544
AT2G38210,AT2G44940,AT5G21120,-29.6625317941544
AT2G38210,AT3G16350,AT4G28140,-29.6625317941544
AT2G38210,AT3G16350,AT5G21120,-29.6625317941544
AT2G38210,AT4G28140,AT5G21120,-29.6625317941544
AT2G38210,AT1G10480,AT2G31180,-29.6625317941544
AT2G38210,AT1G18570,AT2G31180,-29.6625317941544
AT2G38210,AT1G77640,AT2G31180,-56.2719016625537
AT2G38210,AT1G72360,AT1G77640,-57.1881923944262
AT2G38210,AT1G21910,AT1G77640,-57.2835025742305
AT2G38210,AT3G03450,AT1G77640,-57.593657502534
AT2G38210,AT4G39780,AT1G77640,-57.593657502534
AT2G38210,AT1G12890,AT1G77640,-57.593657502534
AT2G38210,AT1G72360,AT2G31180,-61.1081835694881
AT2G38210,AT4G39780,AT2G31180,-62.0709943169959
AT2G38210,AT1G12890,AT2G31180,-62.0709943169959
AT2G38210,AT3G03450,AT2G31180,-62.0709943169959
AT2G38210,AT1G21910,AT2G31180,-62.0709943169959
AT2G38210,AT1G72360,AT3G03450,-65.1955594623885
AT2G38210,AT1G72360,AT4G39780,-65.1955594623885
AT2G38210,AT1G72360,AT1G12890,-65.1955594623885
AT2G38210,AT1G72360,AT1G21910,-65.1955594623885
AT2G38210,AT3G03450,AT1G21910,-73.6668732492544
AT2G38210,AT4G39780,AT1G21910,-73.6668732492544
AT2G38210,AT1G12890,AT1G21910,-73.6668732492544
AT2G38210,AT3G03450,AT4G39780,-77.1147495658981
AT2G38210,AT3G03450,AT1G12890,-77.1147495658981
AT2G38210,AT4G39780,AT1G12890,-77.1147495658981
