Target,Source,BDeu
AT4G11280,AT2G31180,-66.8622690918217
AT4G11280,AT3G16350,-67.2742067144591
AT4G11280,AT1G72360,-75.7187875887856
AT4G11280,AT1G10480,-76.2624030353875
AT4G11280,AT2G40220,-76.2624030353875
AT4G11280,AT2G44940,-76.2624030353875
AT4G11280,AT4G28140,-76.2624030353875
AT4G11280,AT1G18570,-76.2624030353875
AT4G11280,AT5G21120,-76.2624030353875
AT4G11280,AT1G77640,-77.4297662307749
AT4G11280,AT1G21910,-88.0078137015794
AT4G11280,AT4G39780,-92.1598870349635
AT4G11280,AT1G12890,-92.1598870349635
AT4G11280,AT3G03450,-92.1598870349635
