Target,Source1,Source2,Source3,BDeu
AT4G11280,AT2G31180,AT3G16350,AT5G21120,-144.115877623911
AT4G11280,AT1G10480,AT2G31180,AT3G16350,-144.115877623911
AT4G11280,AT1G18570,AT2G31180,AT3G16350,-144.115877623911
AT4G11280,AT1G72360,AT2G31180,AT3G16350,-144.115877623911
AT4G11280,AT3G03450,AT2G31180,AT3G16350,-144.115877623911
AT4G11280,AT4G39780,AT2G31180,AT3G16350,-144.115877623911
AT4G11280,AT1G12890,AT2G31180,AT3G16350,-144.115877623911
AT4G11280,AT1G21910,AT2G31180,AT3G16350,-144.115877623911
AT4G11280,AT1G77640,AT2G31180,AT3G16350,-144.115877623911
AT4G11280,AT2G31180,AT3G16350,AT4G28140,-144.115877623911
AT4G11280,AT2G31180,AT2G40220,AT3G16350,-144.115877623911
AT4G11280,AT2G31180,AT2G44940,AT3G16350,-144.115877623911
AT4G11280,AT1G72360,AT3G03450,AT3G16350,-147.293931454256
AT4G11280,AT1G72360,AT1G18570,AT3G16350,-147.293931454256
AT4G11280,AT1G72360,AT3G16350,AT5G21120,-147.293931454256
AT4G11280,AT1G72360,AT4G39780,AT3G16350,-147.293931454256
AT4G11280,AT1G72360,AT1G12890,AT3G16350,-147.293931454256
AT4G11280,AT1G72360,AT1G21910,AT3G16350,-147.293931454256
AT4G11280,AT1G72360,AT1G77640,AT3G16350,-147.293931454256
AT4G11280,AT1G72360,AT1G10480,AT3G16350,-147.293931454256
AT4G11280,AT1G72360,AT2G40220,AT3G16350,-147.293931454256
AT4G11280,AT1G72360,AT2G44940,AT3G16350,-147.293931454256
AT4G11280,AT1G72360,AT3G16350,AT4G28140,-147.293931454256
AT4G11280,AT1G18570,AT2G31180,AT5G21120,-147.448082134082
AT4G11280,AT1G72360,AT2G31180,AT5G21120,-147.448082134082
AT4G11280,AT3G03450,AT2G31180,AT5G21120,-147.448082134082
AT4G11280,AT1G10480,AT1G18570,AT2G31180,-147.448082134082
AT4G11280,AT1G10480,AT2G31180,AT5G21120,-147.448082134082
AT4G11280,AT1G21910,AT2G31180,AT5G21120,-147.448082134082
AT4G11280,AT1G77640,AT2G31180,AT5G21120,-147.448082134082
AT4G11280,AT1G72360,AT1G10480,AT2G31180,-147.448082134082
AT4G11280,AT1G72360,AT1G18570,AT2G31180,-147.448082134082
AT4G11280,AT1G72360,AT2G31180,AT2G40220,-147.448082134082
AT4G11280,AT1G72360,AT2G31180,AT2G44940,-147.448082134082
AT4G11280,AT1G72360,AT2G31180,AT4G28140,-147.448082134082
AT4G11280,AT3G03450,AT1G10480,AT2G31180,-147.448082134082
AT4G11280,AT3G03450,AT1G18570,AT2G31180,-147.448082134082
AT4G11280,AT3G03450,AT2G31180,AT2G40220,-147.448082134082
