Target,Source1,Source2,BDeu
AT4G11280,AT2G31180,AT3G16350,-82.5935894584995
AT4G11280,AT1G72360,AT3G16350,-85.771643288838
AT4G11280,AT1G10480,AT2G31180,-85.925793968661
AT4G11280,AT1G18570,AT2G31180,-85.925793968661
AT4G11280,AT2G31180,AT2G40220,-85.925793968661
AT4G11280,AT2G31180,AT2G44940,-85.925793968661
AT4G11280,AT2G31180,AT4G28140,-85.925793968661
AT4G11280,AT2G31180,AT5G21120,-85.925793968661
AT4G11280,AT1G77640,AT2G31180,-86.6189411492181
AT4G11280,AT1G21910,AT3G16350,-86.9110775720244
AT4G11280,AT3G03450,AT3G16350,-87.6152745887702
AT4G11280,AT4G39780,AT3G16350,-87.6152745887702
AT4G11280,AT1G12890,AT3G16350,-87.6152745887702
AT4G11280,AT1G72360,AT2G31180,-88.4107006184423
AT4G11280,AT1G77640,AT3G16350,-88.4414722771169
AT4G11280,AT1G21910,AT2G31180,-88.8345148652182
AT4G11280,AT3G03450,AT2G31180,-88.8345148652182
AT4G11280,AT4G39780,AT2G31180,-88.8345148652182
AT4G11280,AT1G12890,AT2G31180,-88.8345148652182
AT4G11280,AT1G10480,AT3G16350,-89.2464524878398
AT4G11280,AT1G18570,AT3G16350,-89.2464524878398
AT4G11280,AT2G40220,AT3G16350,-89.2464524878398
AT4G11280,AT2G44940,AT3G16350,-89.2464524878398
AT4G11280,AT3G16350,AT4G28140,-89.2464524878398
AT4G11280,AT3G16350,AT5G21120,-89.2464524878398
AT4G11280,AT1G72360,AT1G10480,-91.1187508195376
AT4G11280,AT1G72360,AT1G18570,-91.1187508195376
AT4G11280,AT1G72360,AT2G40220,-91.1187508195376
AT4G11280,AT1G72360,AT2G44940,-91.1187508195376
AT4G11280,AT1G72360,AT4G28140,-91.1187508195376
AT4G11280,AT1G72360,AT5G21120,-91.1187508195376
AT4G11280,AT1G72360,AT1G77640,-92.7281887319673
AT4G11280,AT1G10480,AT1G21910,-95.8992738929973
AT4G11280,AT1G18570,AT1G21910,-95.8992738929973
AT4G11280,AT1G21910,AT2G40220,-95.8992738929973
AT4G11280,AT1G21910,AT2G44940,-95.8992738929973
AT4G11280,AT1G21910,AT4G28140,-95.8992738929973
AT4G11280,AT1G21910,AT5G21120,-95.8992738929973
AT4G11280,AT3G03450,AT1G10480,-96.6034709097431
AT4G11280,AT3G03450,AT2G40220,-96.6034709097431
AT4G11280,AT3G03450,AT2G44940,-96.6034709097431
AT4G11280,AT3G03450,AT4G28140,-96.6034709097431
AT4G11280,AT4G39780,AT1G10480,-96.6034709097431
AT4G11280,AT4G39780,AT2G40220,-96.6034709097431
AT4G11280,AT4G39780,AT2G44940,-96.6034709097431
AT4G11280,AT4G39780,AT4G28140,-96.6034709097431
AT4G11280,AT1G10480,AT1G12890,-96.6034709097431
AT4G11280,AT1G12890,AT2G40220,-96.6034709097431
AT4G11280,AT1G12890,AT2G44940,-96.6034709097431
AT4G11280,AT1G12890,AT4G28140,-96.6034709097431
AT4G11280,AT3G03450,AT1G18570,-96.6034709097431
AT4G11280,AT3G03450,AT5G21120,-96.6034709097431
AT4G11280,AT4G39780,AT1G18570,-96.6034709097431
AT4G11280,AT4G39780,AT5G21120,-96.6034709097431
AT4G11280,AT1G12890,AT1G18570,-96.6034709097431
AT4G11280,AT1G12890,AT5G21120,-96.6034709097431
AT4G11280,AT1G10480,AT1G77640,-96.9596649688444
AT4G11280,AT1G18570,AT1G77640,-96.9596649688444
AT4G11280,AT1G77640,AT2G40220,-96.9596649688444
AT4G11280,AT1G77640,AT2G44940,-96.9596649688444
AT4G11280,AT1G77640,AT4G28140,-96.9596649688444
AT4G11280,AT1G77640,AT5G21120,-96.9596649688444
AT4G11280,AT1G21910,AT1G77640,-97.0286578403281
AT4G11280,AT1G72360,AT3G03450,-97.6910333622194
AT4G11280,AT1G72360,AT4G39780,-97.6910333622194
AT4G11280,AT1G72360,AT1G12890,-97.6910333622194
AT4G11280,AT1G72360,AT1G21910,-97.6910333622194
AT4G11280,AT3G03450,AT1G77640,-98.0430097853775
AT4G11280,AT4G39780,AT1G77640,-98.0430097853775
AT4G11280,AT1G12890,AT1G77640,-98.0430097853775
AT4G11280,AT1G10480,AT2G40220,-98.2346488088127
AT4G11280,AT1G10480,AT2G44940,-98.2346488088127
AT4G11280,AT1G10480,AT4G28140,-98.2346488088127
AT4G11280,AT1G18570,AT2G40220,-98.2346488088127
AT4G11280,AT1G18570,AT2G44940,-98.2346488088127
AT4G11280,AT1G18570,AT4G28140,-98.2346488088127
AT4G11280,AT2G40220,AT2G44940,-98.2346488088127
AT4G11280,AT2G40220,AT4G28140,-98.2346488088127
AT4G11280,AT2G44940,AT4G28140,-98.2346488088127
AT4G11280,AT1G10480,AT1G18570,-98.2346488088127
AT4G11280,AT1G10480,AT5G21120,-98.2346488088127
AT4G11280,AT1G18570,AT5G21120,-98.2346488088127
AT4G11280,AT2G40220,AT5G21120,-98.2346488088127
AT4G11280,AT2G44940,AT5G21120,-98.2346488088127
AT4G11280,AT4G28140,AT5G21120,-98.2346488088127
AT4G11280,AT4G39780,AT1G21910,-109.980059475037
AT4G11280,AT1G12890,AT1G21910,-109.980059475037
AT4G11280,AT3G03450,AT1G21910,-109.980059475037
AT4G11280,AT3G03450,AT4G39780,-114.132132808427
AT4G11280,AT3G03450,AT1G12890,-114.132132808427
AT4G11280,AT4G39780,AT1G12890,-114.132132808427
