Target,Source,BDeu
AT2G38210,AT1G18570,-9.88751059812843
AT2G38210,AT3G16350,-9.88751059812843
AT2G38210,AT5G21120,-9.88751059812843
AT2G38210,AT1G10480,-9.88751059812843
AT2G38210,AT2G40220,-9.88751059812843
AT2G38210,AT2G44940,-9.88751059812843
AT2G38210,AT4G28140,-9.88751059812843
AT2G38210,AT1G77640,-37.1474680326676
AT2G38210,AT2G31180,-41.1973608322705
AT2G38210,AT1G72360,-44.3219259776546
AT2G38210,AT1G21910,-52.7932397645065
AT2G38210,AT3G03450,-56.2411160811461
AT2G38210,AT4G39780,-56.2411160811461
AT2G38210,AT1G12890,-56.2411160811461
