id,kat_1_1,kat_2_1,kat_3_1,kat_1_2,kat_2_2,kat_3_2,kat_1_3,kat_2_3,kat_3_3,kat_1_4,kat_2_4,kat_3_4,kat_1_5,kat_2_5,kat_3_5,kat_1_6,kat_2_6,kat_3_6,kat_1_7,kat_2_7,kat_3_7
AT1G25560,38.2797,44.1347,35.4314,53.6363,48.145,39.5775,68.4458,62.6978,74.8469,97.1536,110.1217,124.7802,113.6656,122.6049,124.4085,107.7103,104.1584,119.6323,118.8056,118.8779,115.4478
AT3G61630,6.8956,8.9295,12.6151,6.5925,6.8351,10.4019,6.8583,6.3701,8.3447,3.3364,4.4821,4.6144,7.3924,5.9654,6.2203,8.502,7.5329,7.2902,9.725,8.1756,7.6321
AT1G73500,9.1168,8.0706,8.0827,7.2326,9.5904,10.9852,10.0736,14.3737,18.3716,13.7117,17.4369,14.8668,13.0265,16.0333,9.5541,10.0313,11.3365,12.4264,7.8509,10.3754,11.0211
