Target,Source1,Source2,Source3,BDeu
AT5G64900,AT1G25560,AT3G23240,AT5G47220,-144.52134273202
AT5G64900,AT1G74840,AT3G23240,AT5G47220,-145.21448991258
AT5G64900,AT1G68840,AT1G74840,AT5G47220,-145.26855713385
AT5G64900,AT1G25560,AT1G64380,AT5G47220,-145.437633463893
AT5G64900,AT1G25560,AT1G74840,AT5G47220,-145.437633463893
AT5G64900,AT1G25560,AT3G61630,AT5G47220,-145.437633463893
AT5G64900,AT1G25560,AT4G11140,AT5G47220,-145.437633463893
AT5G64900,AT1G25560,AT4G17500,AT5G47220,-145.437633463893
AT5G64900,AT3G15210,AT1G25560,AT5G47220,-145.437633463893
AT5G64900,AT1G25560,AT5G13910,AT5G47220,-145.437633463893
AT5G64900,AT1G28370,AT1G74840,AT5G47220,-145.961704314409
AT5G64900,AT5G13910,AT1G74840,AT5G47220,-146.521320102344
AT5G64900,AT3G15210,AT1G74840,AT5G47220,-146.877995046283
AT5G64900,AT1G64380,AT1G74840,AT5G47220,-146.973305226087
AT5G64900,AT1G74840,AT4G11140,AT5G47220,-147.060316603077
AT5G64900,AT1G74840,AT4G17500,AT5G47220,-147.060316603077
AT5G64900,AT4G16750,AT1G74840,AT5G47220,-147.14035931075
AT5G64900,AT1G74840,AT3G61630,AT5G47220,-147.14035931075
AT5G64900,AT1G74840,AT5G47220,AT5G47230,-147.214467282904
AT5G64900,AT4G16750,AT1G28370,AT1G74840,-151.308811845122
AT5G64900,AT1G68840,AT1G28370,AT1G74840,-154.35729468406
AT5G64900,AT1G25560,AT1G28370,AT1G74840,-154.559361177506
AT5G64900,AT4G16750,AT1G74840,AT3G23240,-155.249005727512
AT5G64900,AT1G68840,AT4G16750,AT1G74840,-155.40315640734
AT5G64900,AT1G25560,AT1G68840,AT1G74840,-156.340649346863
AT5G64900,AT1G25560,AT1G68840,AT3G61630,-156.340649346863
AT5G64900,AT1G25560,AT1G68840,AT4G11140,-156.44073280542
AT5G64900,AT1G25560,AT1G68840,AT4G17500,-156.44073280542
AT5G64900,AT1G68840,AT1G74840,AT5G47230,-157.401817121779
AT5G64900,AT1G28370,AT1G74840,AT5G47230,-158.046174138172
AT5G64900,AT1G68840,AT5G13910,AT1G74840,-158.163957173826
AT5G64900,AT1G28370,AT1G74840,AT3G23240,-158.297488566454
AT5G64900,AT1G25560,AT4G16750,AT1G74840,-158.806137910792
AT5G64900,AT1G25560,AT4G16750,AT3G61630,-158.806137910792
AT5G64900,AT1G25560,AT4G16750,AT4G11140,-158.806137910792
AT5G64900,AT1G25560,AT4G16750,AT4G17500,-158.806137910792
AT5G64900,AT1G28370,AT1G64380,AT1G74840,-159.358360527138
AT5G64900,AT1G28370,AT1G74840,AT3G61630,-159.358360527138
AT5G64900,AT5G13910,AT1G28370,AT1G74840,-159.358360527138
AT5G64900,AT1G28370,AT1G74840,AT4G11140,-159.358360527138
AT5G64900,AT1G28370,AT1G74840,AT4G17500,-159.358360527138
AT5G64900,AT3G15210,AT1G28370,AT1G74840,-159.358360527138
AT5G64900,AT1G68840,AT1G74840,AT3G23240,-159.359196298183
AT5G64900,AT1G25560,AT1G74840,AT5G47230,-159.485255243141
AT5G64900,AT1G25560,AT3G61630,AT5G47230,-159.485255243141
AT5G64900,AT3G15210,AT1G25560,AT5G47230,-159.485255243141
AT5G64900,AT1G25560,AT4G11140,AT5G47230,-159.485255243141
AT5G64900,AT1G25560,AT4G17500,AT5G47230,-159.485255243141
AT5G64900,AT1G68840,AT1G64380,AT1G74840,-159.498958240558
AT5G64900,AT1G68840,AT1G74840,AT3G61630,-159.604318756215
AT5G64900,AT3G15210,AT1G68840,AT1G74840,-159.604318756216
AT5G64900,AT1G68840,AT1G74840,AT4G11140,-159.604318756216
AT5G64900,AT1G68840,AT1G74840,AT4G17500,-159.604318756216
