Target,Source1,Source2,BDeu
AT1G04310,AT1G64380,AT1G74840,-58.2178118116067
AT1G04310,AT1G64380,AT3G61630,-61.5851076415824
AT1G04310,AT1G64380,AT4G11140,-64.2931578426794
AT1G04310,AT1G64380,AT4G17500,-64.2931578426795
AT1G04310,AT1G64380,AT5G47220,-64.5344606355438
AT1G04310,AT4G16750,AT1G74840,-84.3853489277272
AT1G04310,AT1G74840,AT5G47230,-84.6730310001779
AT1G04310,AT5G13910,AT1G74840,-85.4462208884106
AT1G04310,AT1G74840,AT5G47220,-85.7144848750051
AT1G04310,AT1G28370,AT1G74840,-85.9864185904886
AT1G04310,AT1G68840,AT1G74840,-85.9947868401591
AT1G04310,AT1G25560,AT1G74840,-86.1886160038044
AT1G04310,AT1G74840,AT3G23240,-86.2399092981919
AT1G04310,AT3G15210,AT1G74840,-86.7367241848881
AT1G04310,AT3G61630,AT5G47230,-86.8702555775042
AT1G04310,AT1G74840,AT4G11140,-86.8771760203572
AT1G04310,AT1G74840,AT4G17500,-86.8771760203572
AT1G04310,AT1G74840,AT3G61630,-86.9099658431801
AT1G04310,AT4G16750,AT3G61630,-87.0421058344323
AT1G04310,AT5G13910,AT3G61630,-88.020739696878
AT1G04310,AT3G61630,AT5G47220,-88.5476982190508
AT1G04310,AT1G68840,AT3G61630,-88.939225819315
AT1G04310,AT1G28370,AT3G61630,-89.0774610438363
AT1G04310,AT3G23240,AT3G61630,-89.4179631285292
AT1G04310,AT1G64380,AT5G47230,-89.7789764740615
AT1G04310,AT3G15210,AT3G61630,-90.0689286950526
AT1G04310,AT3G61630,AT4G11140,-90.2783734020086
AT1G04310,AT3G61630,AT4G17500,-90.2783734020086
AT1G04310,AT4G11140,AT5G47230,-91.0446428473852
AT1G04310,AT3G15210,AT1G64380,-91.5703570836596
AT1G04310,AT5G13910,AT1G64380,-91.7741576721216
AT1G04310,AT1G68840,AT1G64380,-92.177904271472
AT1G04310,AT5G13910,AT4G11140,-92.6747000470204
AT1G04310,AT4G17500,AT5G47230,-92.9905529964357
AT1G04310,AT1G28370,AT1G64380,-93.599249620877
AT1G04310,AT4G11140,AT5G47220,-93.6352945542678
AT1G04310,AT1G64380,AT3G23240,-94.1031760221825
AT1G04310,AT1G68840,AT4G11140,-94.2863333500169
AT1G04310,AT1G28370,AT4G11140,-94.4101798370861
AT1G04310,AT5G13910,AT4G17500,-94.7541415886954
AT1G04310,AT3G23240,AT4G11140,-94.9882142105453
AT1G04310,AT3G15210,AT5G47230,-95.3884482692296
AT1G04310,AT4G17500,AT5G47220,-95.8865863528693
AT1G04310,AT3G15210,AT4G11140,-96.1103731744497
AT1G04310,AT4G11140,AT4G17500,-96.453200630403
AT1G04310,AT1G28370,AT4G17500,-96.6614716356876
AT1G04310,AT1G68840,AT4G17500,-96.6842286228102
AT1G04310,AT3G23240,AT4G17500,-97.3861094833386
AT1G04310,AT3G15210,AT4G17500,-98.8184233755467
AT1G04310,AT3G15210,AT5G47220,-99.3418509557964
AT1G04310,AT1G25560,AT3G61630,-112.797985872204
AT1G04310,AT4G16750,AT4G11140,-114.750087991492
AT1G04310,AT1G25560,AT1G64380,-115.506036073293
AT1G04310,AT4G16750,AT4G17500,-115.666378723363
AT1G04310,AT4G16750,AT1G64380,-116.216425060285
AT1G04310,AT1G25560,AT4G11140,-117.585477614966
AT1G04310,AT3G15210,AT5G13910,-128.273131662669
AT1G04310,AT3G15210,AT1G28370,-131.836824859654
AT1G04310,AT3G15210,AT3G23240,-132.991759791114
AT1G04310,AT1G28370,AT5G47220,-138.115733355626
AT1G04310,AT1G25560,AT4G17500,-144.7544632713
AT1G04310,AT3G15210,AT4G16750,-147.366426593519
AT1G04310,AT1G25560,AT5G47220,-147.845832575446
AT1G04310,AT4G16750,AT1G28370,-151.561196436202
AT1G04310,AT3G15210,AT1G68840,-155.738144526961
AT1G04310,AT1G28370,AT5G47230,-156.145416871038
AT1G04310,AT4G16750,AT5G13910,-158.780971570085
AT1G04310,AT3G23240,AT5G47220,-159.652124799361
AT1G04310,AT5G13910,AT5G47220,-162.044685324392
AT1G04310,AT1G68840,AT5G13910,-165.834226773374
AT1G04310,AT1G25560,AT5G47230,-172.413197493528
AT1G04310,AT3G15210,AT1G25560,-178.063949053885
AT1G04310,AT4G16750,AT3G23240,-178.335901880507
AT1G04310,AT5G47220,AT5G47230,-180.911885779626
AT1G04310,AT3G23240,AT5G47230,-181.223526608069
AT1G04310,AT5G13910,AT3G23240,-187.031950589942
AT1G04310,AT4G16750,AT5G47220,-188.747946681101
AT1G04310,AT1G68840,AT3G23240,-188.84734439964
AT1G04310,AT5G13910,AT5G47230,-190.126084235849
AT1G04310,AT4G16750,AT5G47230,-191.196485686715
AT1G04310,AT1G68840,AT5G47220,-191.335282574653
AT1G04310,AT5G13910,AT1G28370,-193.031383306675
AT1G04310,AT1G68840,AT1G28370,-195.236445761986
AT1G04310,AT1G68840,AT5G47230,-202.751980545656
AT1G04310,AT1G25560,AT1G68840,-204.608085916077
AT1G04310,AT1G25560,AT5G13910,-207.310199972471
AT1G04310,AT1G25560,AT4G16750,-207.801643932954
AT1G04310,AT1G25560,AT1G28370,-211.702436669249
AT1G04310,AT1G68840,AT4G16750,-219.481616110474
AT1G04310,AT1G28370,AT3G23240,-226.945815374475
AT1G04310,AT1G25560,AT3G23240,-244.574820258783
