Target,Source1,Source2,BDeu
AT3G59900,AT1G25560,AT1G74840,-153.4750182707
AT3G59900,AT1G64380,AT5G47220,-154.982196445152
AT3G59900,AT1G64380,AT3G23240,-156.454328372681
AT3G59900,AT1G25560,AT3G23240,-178.612057234958
AT3G59900,AT1G25560,AT1G64380,-179.172551757569
AT3G59900,AT1G25560,AT3G61630,-179.614384509854
AT3G59900,AT1G25560,AT5G13910,-182.124864793156
AT3G59900,AT1G25560,AT4G11140,-182.455966103571
AT3G59900,AT1G25560,AT5G47220,-182.74147189659
AT3G59900,AT1G28370,AT1G64380,-182.809302146255
AT3G59900,AT1G25560,AT1G68840,-183.171470191224
AT3G59900,AT1G25560,AT4G17500,-183.303263963956
AT3G59900,AT3G15210,AT1G25560,-183.739981615568
AT3G59900,AT1G74840,AT3G23240,-184.842554305469
AT3G59900,AT3G23240,AT3G61630,-184.842554305469
AT3G59900,AT3G61630,AT5G47220,-185.603434653943
AT3G59900,AT3G15210,AT5G47220,-186.475400760739
AT3G59900,AT1G74840,AT5G47220,-186.633054071123
AT3G59900,AT4G11140,AT5G47220,-187.315151415489
AT3G59900,AT3G23240,AT4G11140,-187.838286579013
AT3G59900,AT4G17500,AT5G47220,-189.56644321409
AT3G59900,AT3G15210,AT3G23240,-190.143724740987
AT3G59900,AT3G23240,AT4G17500,-190.236181851806
AT3G59900,AT1G64380,AT5G47230,-193.767949725194
AT3G59900,AT4G16750,AT3G23240,-205.101925558951
AT3G59900,AT1G68840,AT1G64380,-207.116922692716
AT3G59900,AT1G25560,AT5G47230,-209.611421907663
AT3G59900,AT3G23240,AT5G47220,-209.815367020224
AT3G59900,AT3G15210,AT1G74840,-211.01799033879
AT3G59900,AT5G13910,AT3G23240,-211.247623710345
AT3G59900,AT3G15210,AT3G61630,-211.354462575412
AT3G59900,AT1G68840,AT3G23240,-211.91460538646
AT3G59900,AT1G28370,AT3G61630,-212.228052883337
AT3G59900,AT1G25560,AT4G16750,-212.609754962913
AT3G59900,AT1G28370,AT1G74840,-212.720529368434
AT3G59900,AT1G68840,AT3G61630,-212.769411872969
AT3G59900,AT3G15210,AT1G68840,-212.853253025426
AT3G59900,AT3G15210,AT4G11140,-213.098621648604
AT3G59900,AT1G68840,AT1G74840,-213.446643598222
AT3G59900,AT1G64380,AT1G74840,-213.957842153945
AT3G59900,AT1G64380,AT4G17500,-214.231135488944
AT3G59900,AT1G64380,AT3G61630,-214.329405710377
AT3G59900,AT3G15210,AT4G17500,-214.420377488586
AT3G59900,AT1G64380,AT4G11140,-214.462937103002
AT3G59900,AT1G28370,AT4G11140,-214.51624923887
AT3G59900,AT1G28370,AT3G23240,-214.627133052087
AT3G59900,AT1G68840,AT4G11140,-215.003004094467
AT3G59900,AT5G13910,AT1G28370,-215.16761488541
AT3G59900,AT3G15210,AT1G28370,-215.308693483676
AT3G59900,AT1G28370,AT4G17500,-216.767541037472
AT3G59900,AT1G68840,AT4G17500,-217.400899367261
AT3G59900,AT1G74840,AT4G17500,-218.668872730627
AT3G59900,AT1G74840,AT4G11140,-218.900674344684
AT3G59900,AT3G61630,AT4G17500,-219.074337838735
AT3G59900,AT3G61630,AT4G11140,-219.306139452792
AT3G59900,AT4G11140,AT4G17500,-220.951879660925
AT3G59900,AT1G74840,AT3G61630,-221.171510739361
AT3G59900,AT4G16750,AT1G64380,-221.499779084645
AT3G59900,AT1G28370,AT5G47220,-222.109450543045
AT3G59900,AT1G68840,AT5G47220,-222.205570205084
AT3G59900,AT4G16750,AT3G61630,-224.450775464358
AT3G59900,AT1G68840,AT1G28370,-224.779773724562
AT3G59900,AT5G13910,AT1G64380,-225.161966384233
AT3G59900,AT3G15210,AT5G47230,-225.853259996137
AT3G59900,AT3G61630,AT5G47230,-226.660520483469
AT3G59900,AT4G11140,AT5G47230,-227.721392444146
AT3G59900,AT1G74840,AT5G47230,-227.9955215502
AT3G59900,AT3G15210,AT5G13910,-228.996628268491
AT3G59900,AT4G17500,AT5G47230,-229.667302593197
AT3G59900,AT5G13910,AT3G61630,-230.774038961103
AT3G59900,AT5G13910,AT4G11140,-231.46718614166
AT3G59900,AT5G13910,AT1G74840,-231.937189770907
AT3G59900,AT5G13910,AT4G17500,-233.141162575229
AT3G59900,AT1G25560,AT1G28370,-233.702078302979
AT3G59900,AT3G15210,AT1G64380,-234.060583449888
AT3G59900,AT4G16750,AT1G28370,-235.475282353945
AT3G59900,AT3G23240,AT5G47230,-240.758415172831
AT3G59900,AT5G13910,AT5G47220,-244.639204745865
AT3G59900,AT1G68840,AT5G13910,-245.8688261858
AT3G59900,AT1G28370,AT5G47230,-247.220267890607
AT3G59900,AT3G15210,AT4G16750,-247.233680215691
AT3G59900,AT5G47220,AT5G47230,-248.417690843707
AT3G59900,AT4G16750,AT4G11140,-250.249215116536
AT3G59900,AT4G16750,AT1G74840,-251.060145332758
AT3G59900,AT4G16750,AT4G17500,-251.165505848407
AT3G59900,AT1G68840,AT4G16750,-256.09791897918
AT3G59900,AT4G16750,AT5G47220,-258.78884813949
AT3G59900,AT1G68840,AT5G47230,-266.432199227364
AT3G59900,AT5G13910,AT5G47230,-283.146845404474
AT3G59900,AT4G16750,AT5G47230,-294.781695027069
AT3G59900,AT4G16750,AT5G13910,-311.007257612957
