Target,Source1,Source2,Source3,BDeu
AT1G04310,AT1G64380,AT1G74840,AT5G47230,-117.388724719857
AT1G04310,AT5G13910,AT1G64380,AT1G74840,-117.874232535639
AT1G04310,AT1G25560,AT1G64380,AT5G47220,-118.081871900417
AT1G04310,AT1G64380,AT1G74840,AT5G47220,-118.081871900417
AT1G04310,AT1G68840,AT1G64380,AT1G74840,-118.142496522234
AT1G04310,AT4G16750,AT1G64380,AT1G74840,-118.199654936073
AT1G04310,AT1G25560,AT1G64380,AT1G74840,-118.253722157344
AT1G04310,AT1G28370,AT1G64380,AT1G74840,-118.353805615901
AT1G04310,AT1G64380,AT1G74840,AT3G23240,-118.444777394106
AT1G04310,AT3G15210,AT1G64380,AT1G74840,-118.567379716199
AT1G04310,AT1G64380,AT1G74840,AT3G61630,-118.641487688352
AT1G04310,AT1G64380,AT1G74840,AT4G11140,-118.641487688352
AT1G04310,AT1G64380,AT1G74840,AT4G17500,-118.641487688352
AT1G04310,AT1G64380,AT3G61630,AT5G47230,-119.58594929719
AT1G04310,AT5G13910,AT1G64380,AT3G61630,-120.513289865251
AT1G04310,AT1G64380,AT3G61630,AT5G47220,-120.91508524447
AT1G04310,AT4G16750,AT1G64380,AT5G47220,-120.91508524447
AT1G04310,AT1G68840,AT1G64380,AT3G61630,-121.032868280126
AT1G04310,AT4G16750,AT1G64380,AT3G61630,-121.144093915236
AT1G04310,AT1G64380,AT4G17500,AT5G47230,-121.195387209623
AT1G04310,AT1G64380,AT4G11140,AT5G47230,-121.195387209623
AT1G04310,AT1G28370,AT1G64380,AT3G61630,-121.444848069255
AT1G04310,AT1G64380,AT3G23240,AT3G61630,-121.622831224451
AT1G04310,AT3G15210,AT1G64380,AT3G61630,-121.863216582199
AT1G04310,AT1G64380,AT3G61630,AT4G11140,-122.008783518335
AT1G04310,AT1G64380,AT3G61630,AT4G17500,-122.008783518335
AT1G04310,AT3G15210,AT1G64380,AT5G47230,-122.494670193752
AT1G04310,AT1G64380,AT5G47220,AT5G47230,-122.494670193752
AT1G04310,AT1G68840,AT1G64380,AT5G47230,-122.494670193752
AT1G04310,AT5G13910,AT1G64380,AT4G17500,-122.528192885791
AT1G04310,AT5G13910,AT1G64380,AT4G11140,-122.528192885791
AT1G04310,AT1G64380,AT4G11140,AT5G47220,-123.112309821804
AT1G04310,AT1G64380,AT4G17500,AT5G47220,-123.112309821804
AT1G04310,AT1G68840,AT1G64380,AT4G11140,-123.284160078731
AT1G04310,AT1G68840,AT1G64380,AT4G17500,-123.284160078731
AT1G04310,AT1G28370,AT1G64380,AT4G11140,-123.887195104623
AT1G04310,AT1G28370,AT1G64380,AT4G17500,-123.887195104623
AT1G04310,AT1G64380,AT3G23240,AT4G11140,-124.148559868757
AT1G04310,AT1G64380,AT3G23240,AT4G17500,-124.148559868757
AT1G04310,AT3G15210,AT5G13910,AT1G64380,-124.202169319362
AT1G04310,AT5G13910,AT1G64380,AT5G47220,-124.202169319362
AT1G04310,AT3G15210,AT1G64380,AT4G17500,-124.502273911813
AT1G04310,AT3G15210,AT1G64380,AT4G11140,-124.502273911813
AT1G04310,AT1G64380,AT4G11140,AT4G17500,-124.716833719436
AT1G04310,AT1G68840,AT1G28370,AT1G64380,-124.958136512302
AT1G04310,AT1G68840,AT1G64380,AT5G47220,-124.958136512302
AT1G04310,AT3G15210,AT1G64380,AT5G47220,-124.958136512302
AT1G04310,AT1G68840,AT1G64380,AT3G23240,-124.958136512302
AT1G04310,AT1G28370,AT1G64380,AT5G47220,-124.958136512302
AT1G04310,AT1G64380,AT3G23240,AT5G47220,-124.958136512302
AT1G04310,AT3G15210,AT1G28370,AT1G64380,-125.966636646302
AT1G04310,AT3G15210,AT1G64380,AT3G23240,-126.30804411811
AT1G04310,AT4G16750,AT1G74840,AT5G47230,-144.809024804472
AT1G04310,AT1G25560,AT1G68840,AT1G64380,-145.502171985031
AT1G04310,AT1G68840,AT4G16750,AT1G74840,-145.502171985031
AT1G04310,AT4G16750,AT1G74840,AT5G47220,-145.502171985031
AT1G04310,AT4G16750,AT5G13910,AT1G74840,-145.582214692705
AT1G04310,AT1G25560,AT4G16750,AT1G74840,-145.619955020688
AT1G04310,AT4G16750,AT1G28370,AT1G74840,-145.619955020688
AT1G04310,AT3G15210,AT4G16750,AT1G74840,-145.619955020688
AT1G04310,AT1G25560,AT4G16750,AT3G61630,-145.619955020688
AT1G04310,AT4G16750,AT1G74840,AT3G61630,-145.619955020688
AT1G04310,AT4G16750,AT1G74840,AT3G23240,-145.619955020688
AT1G04310,AT4G16750,AT1G74840,AT4G11140,-145.619955020688
AT1G04310,AT4G16750,AT1G74840,AT4G17500,-145.619955020688
AT1G04310,AT5G13910,AT1G74840,AT5G47230,-145.907637093139
AT1G04310,AT1G25560,AT1G64380,AT3G61630,-145.961704314409
AT1G04310,AT3G15210,AT1G74840,AT5G47230,-146.195319165591
AT1G04310,AT1G74840,AT3G23240,AT5G47230,-146.195319165591
AT1G04310,AT1G74840,AT3G61630,AT5G47230,-146.195319165591
AT1G04310,AT1G74840,AT4G11140,AT5G47230,-146.195319165591
AT1G04310,AT1G74840,AT4G17500,AT5G47230,-146.195319165591
AT1G04310,AT1G74840,AT5G47220,AT5G47230,-146.195319165591
AT1G04310,AT1G25560,AT1G64380,AT5G47230,-146.195319165591
AT1G04310,AT1G25560,AT1G74840,AT5G47230,-146.195319165591
AT1G04310,AT1G25560,AT3G61630,AT5G47230,-146.195319165591
AT1G04310,AT1G68840,AT1G74840,AT5G47230,-146.195319165591
AT1G04310,AT1G28370,AT1G74840,AT5G47230,-146.195319165591
AT1G04310,AT1G25560,AT5G13910,AT1G74840,-146.39314490892
AT1G04310,AT1G25560,AT5G13910,AT3G61630,-146.39314490892
AT1G04310,AT1G68840,AT5G13910,AT1G74840,-146.39314490892
AT1G04310,AT5G13910,AT1G74840,AT3G23240,-146.39314490892
AT1G04310,AT5G13910,AT1G28370,AT1G74840,-146.39314490892
AT1G04310,AT5G13910,AT1G74840,AT5G47220,-146.39314490892
AT1G04310,AT3G15210,AT5G13910,AT1G74840,-146.680826981372
AT1G04310,AT1G25560,AT5G13910,AT1G64380,-146.834977661199
AT1G04310,AT5G13910,AT1G74840,AT4G11140,-146.834977661199
AT1G04310,AT5G13910,AT1G74840,AT4G17500,-146.834977661199
AT1G04310,AT5G13910,AT1G74840,AT3G61630,-146.903970532686
AT1G04310,AT4G16750,AT3G61630,AT5G47230,-147.006249381805
AT1G04310,AT1G25560,AT4G16750,AT4G11140,-147.006249381805
AT1G04310,AT1G25560,AT4G16750,AT4G17500,-147.006249381805
AT1G04310,AT1G74840,AT3G23240,AT5G47220,-147.236773040418
AT1G04310,AT1G74840,AT4G11140,AT5G47220,-147.236773040418
AT1G04310,AT1G74840,AT4G17500,AT5G47220,-147.236773040418
AT1G04310,AT1G25560,AT1G74840,AT5G47220,-147.236773040418
AT1G04310,AT1G25560,AT3G61630,AT5G47220,-147.236773040418
AT1G04310,AT1G68840,AT1G28370,AT1G74840,-147.236773040418
AT1G04310,AT1G74840,AT3G61630,AT5G47220,-147.236773040418
