Target,Source1,Source2,Source3,BDeu
AT1G73500,AT1G64380,AT3G61630,AT4G11140,-88.9875953822323
AT1G73500,AT1G74840,AT3G61630,AT4G11140,-88.9875953822323
AT1G73500,AT3G15210,AT3G61630,AT4G11140,-88.9875953822323
AT1G73500,AT3G61630,AT4G11140,AT4G17500,-88.9875953822323
AT1G73500,AT3G15210,AT1G25560,AT3G61630,-88.9875953822323
AT1G73500,AT1G25560,AT1G68840,AT3G61630,-88.9875953822323
AT1G73500,AT1G25560,AT4G16750,AT1G74840,-88.9875953822323
AT1G73500,AT1G25560,AT4G16750,AT3G61630,-88.9875953822323
AT1G73500,AT1G25560,AT1G28370,AT3G61630,-88.9875953822323
AT1G73500,AT1G25560,AT1G64380,AT3G61630,-88.9875953822323
AT1G73500,AT1G25560,AT1G74840,AT3G61630,-88.9875953822323
AT1G73500,AT1G25560,AT3G23240,AT3G61630,-88.9875953822323
AT1G73500,AT1G25560,AT3G61630,AT5G47220,-88.9875953822323
AT1G73500,AT1G25560,AT3G61630,AT5G47230,-88.9875953822323
AT1G73500,AT4G16750,AT5G13910,AT4G11140,-88.9875953822323
AT1G73500,AT4G16750,AT1G28370,AT4G11140,-88.9875953822323
AT1G73500,AT4G16750,AT3G61630,AT4G11140,-88.9875953822323
AT1G73500,AT4G16750,AT4G11140,AT5G47220,-88.9875953822323
AT1G73500,AT3G61630,AT4G11140,AT5G47220,-88.9875953822323
AT1G73500,AT1G25560,AT5G13910,AT3G61630,-88.9875953822323
AT1G73500,AT1G25560,AT3G61630,AT4G11140,-88.9875953822323
AT1G73500,AT1G25560,AT3G61630,AT4G17500,-88.9875953822323
AT1G73500,AT1G68840,AT3G61630,AT4G11140,-88.9875953822323
AT1G73500,AT4G16750,AT1G74840,AT4G11140,-88.9875953822323
AT1G73500,AT4G16750,AT4G11140,AT5G47230,-88.9875953822323
AT1G73500,AT5G13910,AT3G61630,AT4G11140,-88.9875953822323
AT1G73500,AT1G28370,AT3G61630,AT4G11140,-88.9875953822323
AT1G73500,AT3G23240,AT3G61630,AT4G11140,-88.9875953822323
AT1G73500,AT3G61630,AT4G11140,AT5G47230,-88.9875953822323
AT1G73500,AT1G25560,AT4G16750,AT4G11140,-88.9875953822323
AT1G73500,AT1G25560,AT4G16750,AT4G17500,-88.9875953822323
AT1G73500,AT4G16750,AT3G23240,AT4G11140,-88.9875953822323
AT1G73500,AT1G74840,AT4G11140,AT5G47230,-115.309283178181
AT1G73500,AT3G61630,AT4G17500,AT5G47230,-115.309283178181
AT1G73500,AT3G15210,AT3G61630,AT4G17500,-115.309283178181
AT1G73500,AT1G25560,AT4G17500,AT5G47230,-115.309283178181
