Target,Source,BDeu
AT3G62680,AT3G03450,-9.88751059812843
AT3G62680,AT4G39780,-9.88751059812843
AT3G62680,AT3G16770,-37.4777097195377
AT3G62680,AT5G17490,-37.4777097195377
AT3G62680,AT5G47230,-41.0077399729996
AT3G62680,AT1G44830,-42.1493696467489
AT3G62680,AT5G64750,-44.0952797957947
AT3G62680,AT1G72360,-44.7919296068991
AT3G62680,AT1G74840,-54.261631487811
AT3G62680,AT3G61630,-55.1779222196835
AT3G62680,AT4G11140,-56.0469600667056
AT3G62680,AT4G17500,-56.0469600667056
AT3G62680,AT4G05100,-56.0469600667056
AT3G62680,AT5G47220,-77.4236946003765
AT3G62680,AT4G16750,-79.2014020246451
AT3G62680,AT1G68840,-82.8927459085244
AT3G62680,AT1G64380,-83.1987926438129
AT3G62680,AT5G13910,-83.4557112365597
AT3G62680,AT3G15210,-86.0359198871588
AT3G62680,AT1G28370,-111.525598144536
AT3G62680,AT3G23240,-112.91482076543
AT3G62680,AT1G25560,-113.944123147948
