Target,Source1,Source2,BDeu
AT3G15356,AT5G13910,AT3G03450,-57.7759790593278
AT3G15356,AT5G13910,AT4G39780,-57.7759790593279
AT3G15356,AT3G23240,AT3G03450,-57.7759790593279
AT3G15356,AT3G23240,AT4G39780,-57.7759790593279
AT3G15356,AT1G25560,AT3G03450,-60.0095712808225
AT3G15356,AT1G25560,AT4G39780,-60.0095712808225
AT3G15356,AT3G15210,AT3G03450,-60.232714832139
AT3G15356,AT3G15210,AT4G39780,-60.232714832139
AT3G15356,AT1G64380,AT3G03450,-62.3121563738139
AT3G15356,AT1G64380,AT4G39780,-62.3121563738139
AT3G15356,AT4G11140,AT3G03450,-64.046757429199
AT3G15356,AT4G11140,AT4G39780,-64.046757429199
AT3G15356,AT4G17500,AT3G03450,-64.046757429199
AT3G15356,AT4G17500,AT4G39780,-64.046757429199
AT3G15356,AT4G05100,AT3G03450,-64.046757429199
AT3G15356,AT4G05100,AT4G39780,-64.046757429199
AT3G15356,AT1G28370,AT3G03450,-64.968913280525
AT3G15356,AT1G28370,AT4G39780,-64.968913280525
AT3G15356,AT3G61630,AT3G03450,-65.5508348259731
AT3G15356,AT3G61630,AT4G39780,-65.5508348259731
AT3G15356,AT4G16750,AT3G03450,-65.5508348259731
AT3G15356,AT4G16750,AT4G39780,-65.5508348259731
AT3G15356,AT1G74840,AT3G03450,-66.8858358927038
AT3G15356,AT1G74840,AT4G39780,-66.8858358927038
AT3G15356,AT1G72360,AT3G03450,-68.0898086970284
AT3G15356,AT1G72360,AT4G39780,-68.0898086970284
AT3G15356,AT1G68840,AT3G03450,-68.1997176762544
AT3G15356,AT1G68840,AT4G39780,-68.1997176762544
AT3G15356,AT5G47220,AT4G39780,-72.0376327095254
AT3G15356,AT5G47220,AT3G03450,-72.0376327095254
AT3G15356,AT5G64750,AT3G03450,-74.3388182221631
AT3G15356,AT5G64750,AT4G39780,-74.3388182221631
AT3G15356,AT5G47230,AT3G03450,-75.0319654027227
AT3G15356,AT5G47230,AT4G39780,-75.0319654027227
AT3G15356,AT1G44830,AT3G03450,-75.0319654027227
AT3G15356,AT1G44830,AT4G39780,-75.0319654027227
AT3G15356,AT3G16770,AT3G03450,-76.9205935514573
AT3G15356,AT3G16770,AT4G39780,-76.9205935514573
AT3G15356,AT5G17490,AT3G03450,-76.9205935514573
AT3G15356,AT5G17490,AT4G39780,-76.9205935514573
AT3G15356,AT3G03450,AT4G39780,-76.9205935514573
AT3G15356,AT5G13910,AT5G47230,-85.3016396595941
AT3G15356,AT5G13910,AT1G44830,-85.3016396595941
AT3G15356,AT5G13910,AT5G64750,-85.7434724118717
AT3G15356,AT3G23240,AT5G17490,-85.9434935457715
AT3G15356,AT5G13910,AT3G16770,-85.9434935457716
AT3G15356,AT5G13910,AT5G17490,-85.9434935457716
AT3G15356,AT3G23240,AT3G16770,-85.9434935457716
AT3G15356,AT5G13910,AT4G11140,-86.8420847005383
AT3G15356,AT5G13910,AT4G17500,-86.8420847005383
AT3G15356,AT5G13910,AT4G05100,-86.8420847005383
AT3G15356,AT5G13910,AT3G61630,-86.9221274082114
AT3G15356,AT5G13910,AT1G72360,-86.9373948803419
AT3G15356,AT5G13910,AT1G74840,-86.9502982851779
AT3G15356,AT1G25560,AT3G16770,-87.7175534378881
AT3G15356,AT1G25560,AT5G17490,-87.7175534378881
AT3G15356,AT3G15210,AT3G16770,-88.2283790616561
AT3G15356,AT3G15210,AT5G17490,-88.2283790616561
AT3G15356,AT3G23240,AT5G47230,-89.5713371092848
AT3G15356,AT3G23240,AT1G44830,-89.8124991661015
AT3G15356,AT1G64380,AT3G16770,-90.2432820821936
AT3G15356,AT1G64380,AT5G17490,-90.2432820821936
AT3G15356,AT1G25560,AT5G47230,-91.1187508195364
AT3G15356,AT1G25560,AT1G44830,-91.1187508195364
AT3G15356,AT3G23240,AT5G64750,-91.3529442070457
AT3G15356,AT3G16770,AT4G05100,-91.9088902660917
AT3G15356,AT4G11140,AT3G16770,-91.9088902660917
AT3G15356,AT4G11140,AT5G17490,-91.9088902660917
AT3G15356,AT4G17500,AT3G16770,-91.9088902660917
AT3G15356,AT4G17500,AT5G17490,-91.9088902660917
AT3G15356,AT4G05100,AT5G17490,-91.9088902660917
AT3G15356,AT1G25560,AT5G64750,-92.418033803664
AT3G15356,AT3G15210,AT5G47230,-92.4515564957064
AT3G15356,AT3G23240,AT1G72360,-92.8345487479674
AT3G15356,AT3G15210,AT1G44830,-93.2588169830332
AT3G15356,AT1G28370,AT3G16770,-93.2830312411605
AT3G15356,AT1G28370,AT5G17490,-93.2830312411605
AT3G15356,AT4G16750,AT3G16770,-93.3388596907122
AT3G15356,AT4G16750,AT5G17490,-93.3388596907122
AT3G15356,AT3G61630,AT3G16770,-93.3388596907122
AT3G15356,AT3G61630,AT5G17490,-93.3388596907122
AT3G15356,AT1G64380,AT5G47230,-94.2898359805647
AT3G15356,AT1G74840,AT3G16770,-94.5938180497694
AT3G15356,AT1G74840,AT5G17490,-94.5938180497694
AT3G15356,AT3G23240,AT5G47220,-95.0322310959674
AT3G15356,AT3G15210,AT5G64750,-95.1046436735284
AT3G15356,AT1G25560,AT5G47220,-95.2241452179389
AT3G15356,AT1G64380,AT1G44830,-95.5101087816347
AT3G15356,AT3G16770,AT1G72360,-95.7107794771045
AT3G15356,AT5G17490,AT1G72360,-95.7107794771045
AT3G15356,AT3G15210,AT5G47220,-95.8667837255739
AT3G15356,AT1G25560,AT1G72360,-96.0126025783019
AT3G15356,AT1G28370,AT5G47230,-96.0133871997632
AT3G15356,AT1G28370,AT1G44830,-96.0133871997633
AT3G15356,AT3G15210,AT1G72360,-96.2357461296184
AT3G15356,AT4G11140,AT5G47230,-96.2655990927664
AT3G15356,AT4G17500,AT5G47230,-96.2655990927664
AT3G15356,AT5G47230,AT4G05100,-96.2655990927664
AT3G15356,AT4G16750,AT5G47230,-96.3033394207488
AT3G15356,AT4G16750,AT1G44830,-96.3033394207488
AT3G15356,AT1G68840,AT5G17490,-96.6008470138795
AT3G15356,AT1G68840,AT3G16770,-96.6008470138795
AT3G15356,AT1G28370,AT5G64750,-97.2284098402731
AT3G15356,AT1G64380,AT5G47220,-97.2838497453561
AT3G15356,AT1G44830,AT4G05100,-97.4072287665174
AT3G15356,AT4G11140,AT1G44830,-97.4072287665174
AT3G15356,AT4G17500,AT1G44830,-97.4072287665174
AT3G15356,AT1G64380,AT5G64750,-97.4072287665174
AT3G15356,AT4G16750,AT5G64750,-97.5073122250721
AT3G15356,AT1G68840,AT5G47230,-97.5895503233104
AT3G15356,AT1G28370,AT1G72360,-97.6220404907328
AT3G15356,AT3G61630,AT5G47230,-97.7696764895405
AT3G15356,AT1G68840,AT1G44830,-97.995015431418
AT3G15356,AT1G64380,AT1G72360,-98.3151876712934
AT3G15356,AT1G68840,AT1G72360,-98.345959329958
AT3G15356,AT4G11140,AT5G47220,-98.3647624569223
AT3G15356,AT4G17500,AT5G47220,-98.3647624569223
AT3G15356,AT5G47220,AT4G05100,-98.3647624569223
AT3G15356,AT5G47230,AT1G72360,-98.4368481836965
AT3G15356,AT1G44830,AT1G72360,-98.4368481836965
AT3G15356,AT1G74840,AT3G23240,-98.5025021539287
AT3G15356,AT1G25560,AT1G74840,-98.5450617683364
AT3G15356,AT1G68840,AT5G64750,-98.8423132918028
AT3G15356,AT3G61630,AT1G44830,-98.9113061632915
AT3G15356,AT3G23240,AT3G61630,-99.0133277776945
AT3G15356,AT1G74840,AT5G47230,-99.1046775562712
AT3G15356,AT3G61630,AT5G47220,-99.2179950528276
AT3G15356,AT4G16750,AT5G47220,-99.2179950528276
AT3G15356,AT4G11140,AT5G64750,-99.3531389155696
AT3G15356,AT4G17500,AT5G64750,-99.3531389155696
AT3G15356,AT4G05100,AT5G64750,-99.3531389155696
AT3G15356,AT3G23240,AT4G05100,-99.4441106937872
AT3G15356,AT3G23240,AT4G11140,-99.4441106937872
AT3G15356,AT3G23240,AT4G17500,-99.4441106937872
AT3G15356,AT1G68840,AT4G05100,-99.5354604723622
AT3G15356,AT5G64750,AT1G72360,-99.5354604723622
AT3G15356,AT1G68840,AT4G11140,-99.5354604723622
AT3G15356,AT1G68840,AT4G17500,-99.5354604723622
AT3G15356,AT1G74840,AT5G47220,-99.8993077757394
AT3G15356,AT1G68840,AT3G61630,-100.020968288143
AT3G15356,AT4G11140,AT1G72360,-100.049788726678
AT3G15356,AT4G17500,AT1G72360,-100.049788726678
AT3G15356,AT4G05100,AT1G72360,-100.049788726678
AT3G15356,AT1G74840,AT1G44830,-100.246307230022
AT3G15356,AT1G68840,AT1G74840,-100.349893319127
AT3G15356,AT5G47220,AT1G72360,-100.440905058171
AT3G15356,AT5G47220,AT3G16770,-100.556545082807
AT3G15356,AT5G47220,AT5G17490,-100.556545082807
AT3G15356,AT5G47220,AT5G47230,-100.57349464111
AT3G15356,AT5G47220,AT1G44830,-100.57349464111
AT3G15356,AT3G61630,AT5G64750,-100.857216312344
AT3G15356,AT3G16770,AT5G64750,-100.948188090562
AT3G15356,AT5G17490,AT5G64750,-100.948188090562
AT3G15356,AT5G47220,AT5G64750,-101.057887007806
AT3G15356,AT1G28370,AT4G05100,-101.303009465839
AT3G15356,AT1G28370,AT4G11140,-101.303009465839
AT3G15356,AT1G28370,AT4G17500,-101.303009465839
AT3G15356,AT5G47230,AT3G16770,-101.353653198671
AT3G15356,AT5G47230,AT5G17490,-101.353653198671
AT3G15356,AT1G44830,AT3G16770,-101.353653198671
AT3G15356,AT1G44830,AT5G17490,-101.353653198671
AT3G15356,AT1G28370,AT1G74840,-101.407262649262
AT3G15356,AT1G28370,AT3G61630,-101.425611787931
