Target,Source1,Source2,Source3,BDeu
AT3G15356,AT3G15210,AT5G13910,AT3G03450,-116.002430358739
AT3G15356,AT3G15210,AT3G23240,AT3G03450,-116.002430358739
AT3G15356,AT3G15210,AT5G13910,AT4G39780,-116.002430358739
AT3G15356,AT3G15210,AT3G23240,AT4G39780,-116.002430358739
AT3G15356,AT5G13910,AT1G64380,AT3G03450,-116.407895466846
AT3G15356,AT1G64380,AT3G23240,AT3G03450,-116.407895466846
AT3G15356,AT5G13910,AT1G64380,AT4G39780,-116.407895466846
AT3G15356,AT1G64380,AT3G23240,AT4G39780,-116.407895466846
AT3G15356,AT5G13910,AT4G11140,AT3G03450,-116.695577539298
AT3G15356,AT5G13910,AT4G17500,AT3G03450,-116.695577539298
AT3G15356,AT5G13910,AT4G05100,AT3G03450,-116.695577539298
AT3G15356,AT3G23240,AT4G11140,AT3G03450,-116.695577539298
AT3G15356,AT3G23240,AT4G17500,AT3G03450,-116.695577539298
AT3G15356,AT3G23240,AT4G05100,AT3G03450,-116.695577539298
AT3G15356,AT5G13910,AT4G11140,AT4G39780,-116.695577539298
AT3G15356,AT5G13910,AT4G17500,AT4G39780,-116.695577539298
AT3G15356,AT5G13910,AT4G05100,AT4G39780,-116.695577539298
AT3G15356,AT3G23240,AT4G11140,AT4G39780,-116.695577539298
AT3G15356,AT3G23240,AT4G17500,AT4G39780,-116.695577539298
AT3G15356,AT3G23240,AT4G05100,AT4G39780,-116.695577539298
AT3G15356,AT4G16750,AT5G13910,AT3G03450,-116.918721090612
AT3G15356,AT4G16750,AT3G23240,AT3G03450,-116.918721090612
AT3G15356,AT5G13910,AT3G61630,AT3G03450,-116.918721090612
AT3G15356,AT3G23240,AT3G61630,AT3G03450,-116.918721090612
AT3G15356,AT4G16750,AT5G13910,AT4G39780,-116.918721090612
AT3G15356,AT4G16750,AT3G23240,AT4G39780,-116.918721090612
AT3G15356,AT5G13910,AT3G61630,AT4G39780,-116.918721090612
AT3G15356,AT3G23240,AT3G61630,AT4G39780,-116.918721090612
AT3G15356,AT1G25560,AT3G23240,AT3G03450,-117.101042647406
AT3G15356,AT5G13910,AT1G74840,AT3G03450,-117.101042647406
AT3G15356,AT1G74840,AT3G23240,AT3G03450,-117.101042647406
AT3G15356,AT1G25560,AT5G13910,AT3G03450,-117.101042647406
AT3G15356,AT1G25560,AT5G13910,AT4G39780,-117.101042647406
AT3G15356,AT5G13910,AT1G74840,AT4G39780,-117.101042647406
AT3G15356,AT1G25560,AT3G23240,AT4G39780,-117.101042647406
AT3G15356,AT1G74840,AT3G23240,AT4G39780,-117.101042647406
AT3G15356,AT5G13910,AT1G72360,AT3G03450,-117.255193327233
AT3G15356,AT3G23240,AT1G72360,AT3G03450,-117.255193327233
AT3G15356,AT5G13910,AT1G72360,AT4G39780,-117.255193327233
