Target,Source1,Source2,BDeu
AT5G55620,AT1G74840,AT4G05100,-29.6625317941544
AT5G55620,AT4G16750,AT1G74840,-57.3705139512145
AT5G55620,AT1G25560,AT4G05100,-57.881339574979
AT5G55620,AT3G61630,AT4G05100,-58.2868046830936
AT5G55620,AT4G05100,AT5G64750,-59.1622734204386
AT5G55620,AT5G47230,AT4G05100,-59.3854169717526
AT5G55620,AT1G44830,AT4G05100,-59.3854169717526
AT5G55620,AT1G74840,AT1G44830,-60.0095712808225
AT5G55620,AT3G16770,AT4G05100,-60.0896139884984
AT5G55620,AT4G05100,AT5G17490,-60.0896139884984
AT5G55620,AT5G13910,AT4G05100,-60.232714832139
AT5G55620,AT1G74840,AT5G64750,-60.41503638893
AT5G55620,AT5G47220,AT4G05100,-60.6091924033736
AT5G55620,AT1G68840,AT4G05100,-60.8257785541415
AT5G55620,AT1G25560,AT1G44830,-61.1081835694881
AT5G55620,AT1G28370,AT4G05100,-61.1121439707084
AT5G55620,AT3G23240,AT4G05100,-61.282536956637
AT5G55620,AT1G74840,AT5G17490,-61.3778471364379
AT5G55620,AT1G74840,AT3G16770,-61.3778471364379
AT5G55620,AT1G74840,AT5G47230,-61.3778471364379
AT5G55620,AT1G64380,AT1G74840,-61.5136486776003
AT5G55620,AT3G15210,AT4G05100,-61.5851076415824
AT5G55620,AT1G25560,AT5G64750,-61.6190091932534
AT5G55620,AT1G64380,AT4G05100,-61.6541005130694
AT5G55620,AT4G11140,AT4G05100,-61.720791887568
AT5G55620,AT4G17500,AT4G05100,-61.720791887568
AT5G55620,AT5G13910,AT1G74840,-62.3121563738139
AT5G55620,AT1G74840,AT5G47220,-62.5063123882548
AT5G55620,AT1G28370,AT1G74840,-62.5063123882548
AT5G55620,AT1G25560,AT3G16770,-62.8441842052285
AT5G55620,AT1G25560,AT5G17490,-62.8441842052285
AT5G55620,AT1G68840,AT1G74840,-63.0230031314728
AT5G55620,AT1G74840,AT3G23240,-63.0230031314728
AT5G55620,AT1G25560,AT1G74840,-63.4635192278669
AT5G55620,AT3G15210,AT1G74840,-64.0785980350567
AT5G55620,AT1G74840,AT4G11140,-64.2931578426794
AT5G55620,AT1G74840,AT4G17500,-64.2931578426794
AT5G55620,AT1G74840,AT3G61630,-64.3949405369894
AT5G55620,AT4G16750,AT3G61630,-84.1517340765466
AT5G55620,AT4G16750,AT4G05100,-84.1517340765466
AT5G55620,AT4G16750,AT5G64750,-84.6730310001779
AT5G55620,AT4G16750,AT1G44830,-84.7908140358341
AT5G55620,AT4G16750,AT3G16770,-85.1585388159591
AT5G55620,AT4G16750,AT5G17490,-85.1585388159591
AT5G55620,AT3G61630,AT1G44830,-87.4298713654366
AT5G55620,AT3G61630,AT5G64750,-87.7175534378879
AT5G55620,AT3G61630,AT5G47230,-88.7981472210521
AT5G55620,AT3G61630,AT3G16770,-89.165872001177
AT5G55620,AT3G61630,AT5G17490,-89.165872001177
AT5G55620,AT5G13910,AT3G61630,-89.9666498459286
AT5G55620,AT1G64380,AT5G64750,-90.020138530872
AT5G55620,AT1G64380,AT1G44830,-90.0509101895388
AT5G55620,AT1G25560,AT3G61630,-90.0728890962662
AT5G55620,AT1G64380,AT3G61630,-90.1040200148638
AT5G55620,AT3G61630,AT5G47220,-90.5626012395883
AT5G55620,AT1G28370,AT3G61630,-90.8204303488902
AT5G55620,AT4G11140,AT1G44830,-90.8310687470863
AT5G55620,AT4G11140,AT5G64750,-91.1187508195376
AT5G55620,AT1G68840,AT3G61630,-91.1905176179165
AT5G55620,AT3G23240,AT3G61630,-91.4241324690979
AT5G55620,AT4G17500,AT1G44830,-91.7473594789588
AT5G55620,AT1G64380,AT3G16770,-92.0280728820959
AT5G55620,AT1G64380,AT5G17490,-92.0280728820959
AT5G55620,AT4G17500,AT5G64750,-92.1303517312143
AT5G55620,AT4G11140,AT5G47230,-92.5670693828267
AT5G55620,AT3G15210,AT3G61630,-92.633878052509
AT5G55620,AT3G61630,AT4G11140,-92.9174307316186
AT5G55620,AT3G61630,AT4G17500,-92.9174307316186
AT5G55620,AT4G11140,AT5G17490,-93.2712663995725
AT5G55620,AT4G11140,AT3G16770,-93.2712663995725
AT5G55620,AT1G64380,AT4G11140,-93.5052173965153
AT5G55620,AT1G64380,AT4G17500,-93.5052173965153
AT5G55620,AT1G64380,AT5G47220,-93.5641986325841
AT5G55620,AT1G25560,AT4G11140,-93.761768550368
AT5G55620,AT4G17500,AT5G47230,-93.8198323513201
AT5G55620,AT5G13910,AT4G11140,-94.0609944081375
