Target,Source,BDeu
AT5G55620,AT4G05100,-40.8471584028532
AT5G55620,AT1G74840,-43.6197471250773
AT5G55620,AT3G61630,-71.046967652536
AT5G55620,AT4G11140,-76.7145470784861
AT5G55620,AT4G17500,-78.7939886201586
AT5G55620,AT5G64750,-91.7286836978211
AT5G55620,AT1G44830,-91.8730260065506
AT5G55620,AT3G16770,-100.277554983188
AT5G55620,AT5G17490,-100.277554983188
AT5G55620,AT1G64380,-101.765570695618
AT5G55620,AT3G15210,-114.38012611367
AT5G55620,AT4G16750,-155.631205024797
AT5G55620,AT1G25560,-160.885532675092
AT5G55620,AT5G13910,-164.06189851816
AT5G55620,AT1G68840,-170.434125324226
AT5G55620,AT5G47230,-171.370597543027
AT5G55620,AT5G47220,-172.179416530062
AT5G55620,AT3G23240,-187.704074058169
AT5G55620,AT1G28370,-193.926444843737
