Target,Source,BDeu
AT3G23150,AT3G16770,-9.88751059812843
AT3G23150,AT5G17490,-9.88751059812843
AT3G23150,AT5G64750,-79.0742125385506
AT3G23150,AT1G44830,-79.8848907703851
AT3G23150,AT4G05100,-98.6162169964634
AT3G23150,AT1G74840,-100.965262173854
AT3G23150,AT3G61630,-101.280213274421
AT3G23150,AT4G11140,-102.400565549723
AT3G23150,AT4G17500,-103.227244122906
AT3G23150,AT5G47230,-125.417842808721
AT3G23150,AT1G64380,-127.637452054633
AT3G23150,AT3G15210,-132.957509407782
AT3G23150,AT5G47220,-154.651855360448
AT3G23150,AT1G68840,-163.201512619212
AT3G23150,AT5G13910,-186.845460947928
AT3G23150,AT1G28370,-190.953185426046
AT3G23150,AT3G23240,-193.313836525665
AT3G23150,AT4G16750,-203.884041721861
AT3G23150,AT1G25560,-204.254213876921
