Target,Source,BDeu
AT5G25350,AT1G44830,-75.254640900048
AT5G25350,AT5G64750,-76.3692535300379
AT5G25350,AT4G05100,-86.3458670675896
AT5G25350,AT1G74840,-87.846180007109
AT5G25350,AT3G61630,-89.5734009551927
AT5G25350,AT5G17490,-91.1355859827729
AT5G25350,AT3G16770,-91.1355859827729
AT5G25350,AT4G11140,-92.4540029214847
AT5G25350,AT4G17500,-93.7225142469455
AT5G25350,AT1G64380,-118.286792053684
AT5G25350,AT3G15210,-126.641802393531
AT5G25350,AT5G47230,-164.69207575002
AT5G25350,AT5G13910,-166.753410598919
AT5G25350,AT5G47220,-170.205950462939
AT5G25350,AT1G68840,-172.369851063367
AT5G25350,AT3G23240,-194.64664220183
AT5G25350,AT4G16750,-196.456035378491
AT5G25350,AT1G28370,-197.517510987819
AT5G25350,AT1G25560,-200.282350871153
