Target,Source1,Source2,Source3,BDeu
AT5G25350,AT4G16750,AT1G74840,AT1G44830,-148.652054938408
AT5G25350,AT1G25560,AT4G16750,AT1G44830,-148.652054938408
AT5G25350,AT4G16750,AT1G44830,AT5G64750,-148.652054938408
AT5G25350,AT1G74840,AT1G44830,AT5G64750,-148.652054938408
AT5G25350,AT1G25560,AT1G44830,AT5G64750,-148.769837974064
AT5G25350,AT1G25560,AT1G44830,AT4G05100,-148.875198489722
AT5G25350,AT1G74840,AT1G44830,AT4G05100,-148.875198489722
AT5G25350,AT1G25560,AT1G64380,AT1G44830,-149.211670726343
AT5G25350,AT1G64380,AT1G74840,AT1G44830,-149.211670726343
AT5G25350,AT1G68840,AT1G74840,AT1G44830,-149.345202118967
AT5G25350,AT1G74840,AT3G23240,AT1G44830,-149.345202118967
AT5G25350,AT1G74840,AT3G61630,AT1G44830,-149.345202118967
AT5G25350,AT1G74840,AT4G11140,AT1G44830,-149.345202118967
AT5G25350,AT1G74840,AT4G17500,AT1G44830,-149.345202118967
AT5G25350,AT1G74840,AT5G47220,AT1G44830,-149.345202118967
AT5G25350,AT1G74840,AT5G47230,AT1G44830,-149.345202118967
AT5G25350,AT3G15210,AT1G74840,AT1G44830,-149.345202118967
AT5G25350,AT1G25560,AT1G74840,AT1G44830,-149.345202118967
AT5G25350,AT1G25560,AT3G61630,AT1G44830,-149.345202118967
AT5G25350,AT5G13910,AT1G74840,AT1G44830,-149.345202118967
AT5G25350,AT1G28370,AT1G74840,AT1G44830,-149.345202118967
AT5G25350,AT1G74840,AT1G44830,AT3G16770,-149.345202118967
AT5G25350,AT1G74840,AT1G44830,AT5G17490,-149.345202118967
AT5G25350,AT3G61630,AT1G44830,AT5G64750,-149.345202118967
AT5G25350,AT3G15210,AT4G16750,AT1G44830,-149.462985154623
AT5G25350,AT4G16750,AT1G64380,AT1G44830,-149.462985154623
AT5G25350,AT4G16750,AT3G61630,AT1G44830,-149.462985154623
AT5G25350,AT4G16750,AT5G47230,AT1G44830,-149.462985154623
AT5G25350,AT1G25560,AT1G68840,AT1G44830,-149.462985154623
AT5G25350,AT1G25560,AT3G23240,AT1G44830,-149.462985154623
AT5G25350,AT1G25560,AT4G11140,AT1G44830,-149.462985154623
AT5G25350,AT1G25560,AT4G17500,AT1G44830,-149.462985154623
AT5G25350,AT1G25560,AT5G47220,AT1G44830,-149.462985154623
AT5G25350,AT1G25560,AT5G47230,AT1G44830,-149.462985154623
AT5G25350,AT4G16750,AT1G28370,AT1G44830,-149.462985154623
AT5G25350,AT4G16750,AT3G23240,AT1G44830,-149.462985154623
AT5G25350,AT4G16750,AT4G11140,AT1G44830,-149.462985154623
AT5G25350,AT4G16750,AT4G17500,AT1G44830,-149.462985154623
AT5G25350,AT4G16750,AT5G47220,AT1G44830,-149.462985154623
AT5G25350,AT4G16750,AT1G44830,AT3G16770,-149.462985154623
AT5G25350,AT4G16750,AT1G44830,AT4G05100,-149.462985154623
AT5G25350,AT4G16750,AT1G44830,AT5G17490,-149.462985154623
AT5G25350,AT1G44830,AT4G05100,AT5G64750,-149.462985154623
AT5G25350,AT3G15210,AT1G25560,AT1G44830,-149.462985154623
AT5G25350,AT1G25560,AT5G13910,AT1G44830,-149.462985154623
AT5G25350,AT1G25560,AT1G28370,AT1G44830,-149.462985154623
AT5G25350,AT1G25560,AT1G44830,AT3G16770,-149.462985154623
AT5G25350,AT1G25560,AT1G44830,AT5G17490,-149.462985154623
AT5G25350,AT1G68840,AT4G16750,AT1G44830,-149.462985154623
AT5G25350,AT4G16750,AT5G13910,AT1G44830,-149.462985154623
AT5G25350,AT1G25560,AT4G16750,AT5G64750,-149.568345670279
AT5G25350,AT4G16750,AT1G74840,AT5G64750,-149.568345670279
AT5G25350,AT3G61630,AT1G44830,AT4G05100,-149.686128705937
AT5G25350,AT1G74840,AT4G05100,AT5G64750,-149.973810778387
AT5G25350,AT1G25560,AT4G05100,AT5G64750,-149.973810778387
AT5G25350,AT1G64380,AT3G61630,AT1G44830,-150.022600942558
AT5G25350,AT4G11140,AT1G44830,AT5G64750,-150.050771819525
AT5G25350,AT1G68840,AT3G61630,AT1G44830,-150.156132335183
AT5G25350,AT3G61630,AT5G47230,AT1G44830,-150.156132335183
AT5G25350,AT3G15210,AT3G61630,AT1G44830,-150.156132335183
AT5G25350,AT5G13910,AT3G61630,AT1G44830,-150.156132335183
AT5G25350,AT3G61630,AT4G11140,AT1G44830,-150.156132335183
AT5G25350,AT3G61630,AT4G17500,AT1G44830,-150.156132335183
AT5G25350,AT3G61630,AT5G47220,AT1G44830,-150.156132335183
AT5G25350,AT3G61630,AT1G44830,AT3G16770,-150.156132335183
AT5G25350,AT1G28370,AT3G61630,AT1G44830,-150.156132335183
AT5G25350,AT3G23240,AT3G61630,AT1G44830,-150.156132335183
AT5G25350,AT3G61630,AT1G44830,AT5G17490,-150.156132335183
AT5G25350,AT4G17500,AT1G44830,AT5G64750,-150.156132335183
AT5G25350,AT3G15210,AT4G16750,AT5G64750,-150.261492850839
AT5G25350,AT4G16750,AT1G28370,AT5G64750,-150.261492850839
AT5G25350,AT4G16750,AT3G23240,AT5G64750,-150.261492850839
AT5G25350,AT4G16750,AT4G11140,AT5G64750,-150.261492850839
AT5G25350,AT4G16750,AT4G17500,AT5G64750,-150.261492850839
AT5G25350,AT4G16750,AT5G47220,AT5G64750,-150.261492850839
AT5G25350,AT1G68840,AT4G16750,AT5G64750,-150.261492850839
AT5G25350,AT4G16750,AT5G13910,AT5G64750,-150.261492850839
AT5G25350,AT4G16750,AT1G64380,AT5G64750,-150.261492850839
AT5G25350,AT4G16750,AT3G61630,AT5G64750,-150.261492850839
AT5G25350,AT4G16750,AT5G47230,AT5G64750,-150.261492850839
AT5G25350,AT4G16750,AT3G16770,AT5G64750,-150.261492850839
AT5G25350,AT4G16750,AT4G05100,AT5G64750,-150.261492850839
AT5G25350,AT4G16750,AT5G17490,AT5G64750,-150.261492850839
AT5G25350,AT1G64380,AT1G44830,AT5G64750,-150.31028301501
AT5G25350,AT3G15210,AT1G44830,AT4G05100,-150.379275886497
AT5G25350,AT5G13910,AT1G44830,AT4G05100,-150.379275886497
AT5G25350,AT1G28370,AT1G44830,AT4G05100,-150.379275886497
AT5G25350,AT3G23240,AT1G44830,AT4G05100,-150.379275886497
AT5G25350,AT4G11140,AT1G44830,AT4G05100,-150.379275886497
AT5G25350,AT4G17500,AT1G44830,AT4G05100,-150.379275886497
AT5G25350,AT5G47220,AT1G44830,AT4G05100,-150.379275886497
AT5G25350,AT1G44830,AT3G16770,AT4G05100,-150.379275886497
AT5G25350,AT1G68840,AT1G44830,AT4G05100,-150.379275886497
AT5G25350,AT1G64380,AT1G44830,AT4G05100,-150.379275886497
AT5G25350,AT5G47230,AT1G44830,AT4G05100,-150.379275886497
AT5G25350,AT1G44830,AT4G05100,AT5G17490,-150.379275886497
AT5G25350,AT1G64380,AT1G74840,AT5G64750,-150.59796508746
AT5G25350,AT1G25560,AT1G64380,AT5G64750,-150.59796508746
AT5G25350,AT3G61630,AT4G05100,AT5G64750,-150.666957958947
AT5G25350,AT1G64380,AT4G11140,AT1G44830,-150.715748123118
AT5G25350,AT1G64380,AT4G17500,AT1G44830,-150.715748123118
AT5G25350,AT1G74840,AT3G16770,AT5G64750,-150.84927951574
AT5G25350,AT3G15210,AT1G74840,AT5G64750,-150.84927951574
AT5G25350,AT5G13910,AT1G74840,AT5G64750,-150.84927951574
AT5G25350,AT1G74840,AT3G23240,AT5G64750,-150.84927951574
AT5G25350,AT1G74840,AT3G61630,AT5G64750,-150.84927951574
AT5G25350,AT1G74840,AT4G11140,AT5G64750,-150.84927951574
AT5G25350,AT1G74840,AT4G17500,AT5G64750,-150.84927951574
AT5G25350,AT1G74840,AT5G47220,AT5G64750,-150.84927951574
AT5G25350,AT1G74840,AT5G47230,AT5G64750,-150.84927951574
AT5G25350,AT1G74840,AT5G17490,AT5G64750,-150.84927951574
AT5G25350,AT1G25560,AT1G74840,AT5G64750,-150.849279515741
AT5G25350,AT1G25560,AT3G61630,AT5G64750,-150.849279515741
AT5G25350,AT1G68840,AT1G74840,AT5G64750,-150.849279515741
AT5G25350,AT1G28370,AT1G74840,AT5G64750,-150.849279515741
AT5G25350,AT3G15210,AT4G11140,AT1G44830,-150.967062551399
AT5G25350,AT1G68840,AT4G11140,AT1G44830,-150.967062551399
AT5G25350,AT5G13910,AT4G11140,AT1G44830,-150.967062551399
AT5G25350,AT1G28370,AT4G11140,AT1G44830,-150.967062551399
AT5G25350,AT3G23240,AT4G11140,AT1G44830,-150.967062551399
AT5G25350,AT4G11140,AT4G17500,AT1G44830,-150.967062551399
AT5G25350,AT4G11140,AT5G47220,AT1G44830,-150.967062551399
AT5G25350,AT4G11140,AT5G47230,AT1G44830,-150.967062551399
AT5G25350,AT4G11140,AT1G44830,AT3G16770,-150.967062551399
AT5G25350,AT4G11140,AT1G44830,AT5G17490,-150.967062551399
AT5G25350,AT1G25560,AT4G11140,AT5G64750,-151.072423067055
AT5G25350,AT1G25560,AT4G17500,AT5G64750,-151.072423067055
AT5G25350,AT1G25560,AT5G47230,AT5G64750,-151.072423067055
AT5G25350,AT3G15210,AT1G25560,AT5G64750,-151.072423067055
AT5G25350,AT1G25560,AT1G68840,AT5G64750,-151.072423067055
AT5G25350,AT1G25560,AT5G13910,AT5G64750,-151.072423067055
AT5G25350,AT1G25560,AT1G28370,AT5G64750,-151.072423067055
AT5G25350,AT1G25560,AT5G47220,AT5G64750,-151.072423067055
AT5G25350,AT1G25560,AT3G16770,AT5G64750,-151.072423067055
AT5G25350,AT1G25560,AT5G17490,AT5G64750,-151.072423067055
AT5G25350,AT1G25560,AT3G23240,AT5G64750,-151.072423067055
AT5G25350,AT3G15210,AT4G17500,AT1G44830,-151.072423067057
AT5G25350,AT1G68840,AT4G17500,AT1G44830,-151.072423067057
AT5G25350,AT5G13910,AT4G17500,AT1G44830,-151.072423067057
AT5G25350,AT1G28370,AT4G17500,AT1G44830,-151.072423067057
AT5G25350,AT3G23240,AT4G17500,AT1G44830,-151.072423067057
AT5G25350,AT4G17500,AT5G47220,AT1G44830,-151.072423067057
AT5G25350,AT4G17500,AT5G47230,AT1G44830,-151.072423067057
AT5G25350,AT4G17500,AT1G44830,AT3G16770,-151.072423067057
AT5G25350,AT4G17500,AT1G44830,AT5G17490,-151.072423067057
AT5G25350,AT3G15210,AT1G44830,AT5G64750,-151.118943082692
AT5G25350,AT3G16770,AT4G05100,AT5G64750,-151.254744623848
AT5G25350,AT3G15210,AT4G05100,AT5G64750,-151.254744623848
AT5G25350,AT1G68840,AT4G05100,AT5G64750,-151.254744623848
AT5G25350,AT5G13910,AT4G05100,AT5G64750,-151.254744623848
AT5G25350,AT1G28370,AT4G05100,AT5G64750,-151.254744623848
AT5G25350,AT1G64380,AT4G05100,AT5G64750,-151.254744623848
AT5G25350,AT3G23240,AT4G05100,AT5G64750,-151.254744623848
AT5G25350,AT4G11140,AT4G05100,AT5G64750,-151.254744623848
