Target,Source1,Source2,Source3,BDeu
AT2G26070,AT1G74840,AT5G47220,AT5G47230,-177.325117991515
AT2G26070,AT3G61630,AT5G47220,AT5G47230,-178.82919538829
AT2G26070,AT1G28370,AT1G74840,AT5G47230,-179.425761740844
AT2G26070,AT5G47220,AT5G47230,AT4G05100,-180.033168192615
AT2G26070,AT4G11140,AT5G47220,AT5G47230,-180.033168192615
AT2G26070,AT4G17500,AT5G47220,AT5G47230,-180.033168192615
AT2G26070,AT4G16750,AT1G28370,AT1G44830,-180.243660626374
AT2G26070,AT1G28370,AT3G61630,AT5G47230,-180.929839137619
AT2G26070,AT1G64380,AT5G47220,AT5G47230,-181.044769104293
AT2G26070,AT4G16750,AT1G28370,AT5G64750,-181.447633430698
AT2G26070,AT1G25560,AT1G28370,AT1G44830,-181.6818268182
AT2G26070,AT4G16750,AT1G28370,AT3G16770,-181.691979189664
AT2G26070,AT4G16750,AT1G28370,AT5G17490,-181.691979189664
AT2G26070,AT3G15210,AT5G47220,AT5G47230,-181.920237841646
AT2G26070,AT1G28370,AT1G74840,AT1G44830,-182.064819070456
AT2G26070,AT1G28370,AT5G47230,AT4G05100,-182.133811941944
AT2G26070,AT1G28370,AT4G11140,AT5G47230,-182.133811941944
AT2G26070,AT1G28370,AT4G17500,AT5G47230,-182.133811941944
AT2G26070,AT1G25560,AT5G47220,AT1G44830,-182.161399898461
AT2G26070,AT1G28370,AT1G74840,AT3G16770,-182.539277050051
AT2G26070,AT1G25560,AT1G28370,AT5G17490,-182.539277050051
AT2G26070,AT1G25560,AT1G28370,AT3G16770,-182.539277050051
AT2G26070,AT1G28370,AT1G74840,AT5G17490,-182.539277050051
AT2G26070,AT1G74840,AT5G47220,AT1G44830,-182.85454707902
AT2G26070,AT1G25560,AT1G28370,AT5G64750,-183.098892837985
AT2G26070,AT1G25560,AT5G47220,AT5G64750,-183.260012187127
AT2G26070,AT1G28370,AT3G61630,AT1G44830,-183.568896467231
AT2G26070,AT1G28370,AT1G74840,AT5G64750,-183.648939174905
AT2G26070,AT4G16750,AT5G47220,AT1G44830,-183.711997310871
AT2G26070,AT1G25560,AT5G47220,AT3G16770,-183.780990182358
AT2G26070,AT1G25560,AT5G47220,AT5G17490,-183.780990182358
AT2G26070,AT1G68840,AT1G28370,AT1G74840,-183.925571411172
AT2G26070,AT1G74840,AT5G47220,AT5G64750,-183.953159367687
AT2G26070,AT1G68840,AT1G28370,AT5G47230,-184.004214538493
AT2G26070,AT3G23240,AT5G47220,AT5G47230,-184.015183569861
AT2G26070,AT3G15210,AT1G28370,AT5G47230,-184.020881590976
AT2G26070,AT4G17500,AT5G47220,AT1G44830,-184.058519883345
AT2G26070,AT3G61630,AT5G47220,AT1G44830,-184.358624475795
AT2G26070,AT5G13910,AT1G28370,AT1G74840,-184.411079226951
AT2G26070,AT1G28370,AT3G61630,AT3G16770,-184.411079226951
AT2G26070,AT1G28370,AT3G61630,AT5G17490,-184.411079226951
AT2G26070,AT1G74840,AT5G47220,AT3G16770,-184.474137362918
AT2G26070,AT1G74840,AT5G47220,AT5G17490,-184.474137362918
AT2G26070,AT1G28370,AT5G47230,AT3G16770,-184.623253746898
AT2G26070,AT1G28370,AT5G47230,AT5G17490,-184.623253746898
AT2G26070,AT4G16750,AT5G47220,AT5G64750,-184.692826563881
AT2G26070,AT1G68840,AT1G28370,AT1G44830,-184.697361719051
AT2G26070,AT1G28370,AT4G11140,AT1G44830,-184.772869271556
AT2G26070,AT1G28370,AT4G17500,AT1G44830,-184.772869271556
AT2G26070,AT1G28370,AT1G44830,AT4G05100,-184.772869271556
AT2G26070,AT1G25560,AT5G13910,AT5G47220,-184.841862143042
AT2G26070,AT5G13910,AT1G74840,AT5G47220,-184.841862143042
AT2G26070,AT4G11140,AT5G47220,AT1G44830,-184.869450099561
AT2G26070,AT4G17500,AT5G47220,AT5G64750,-184.933988620697
AT2G26070,AT1G68840,AT1G28370,AT5G64750,-184.985043791502
AT2G26070,AT1G68840,AT1G74840,AT5G47220,-185.024183699839
AT2G26070,AT1G28370,AT3G61630,AT5G64750,-185.035233536023
AT2G26070,AT4G16750,AT5G13910,AT5G47220,-185.24732725115
AT2G26070,AT3G61630,AT5G47220,AT5G64750,-185.339453728806
AT2G26070,AT1G28370,AT5G47220,AT5G47230,-185.613652450924
AT2G26070,AT4G16750,AT5G47220,AT3G16770,-185.699312374893
AT2G26070,AT4G16750,AT5G47220,AT5G17490,-185.699312374893
AT2G26070,AT5G47220,AT5G47230,AT3G16770,-185.709420401395
AT2G26070,AT5G47220,AT5G47230,AT5G17490,-185.709420401395
AT2G26070,AT4G11140,AT5G47220,AT5G64750,-185.744918836913
AT2G26070,AT1G28370,AT1G64380,AT1G44830,-185.784470183234
AT2G26070,AT3G15210,AT5G47220,AT1G44830,-185.945589532376
AT2G26070,AT1G28370,AT3G16770,AT4G05100,-185.951524267897
AT2G26070,AT1G28370,AT4G11140,AT3G16770,-185.951524267897
AT2G26070,AT1G28370,AT4G11140,AT5G17490,-185.951524267897
AT2G26070,AT1G28370,AT4G17500,AT3G16770,-185.951524267897
AT2G26070,AT1G28370,AT4G17500,AT5G17490,-185.951524267897
AT2G26070,AT1G28370,AT4G05100,AT5G17490,-185.951524267897
AT2G26070,AT1G68840,AT1G28370,AT3G61630,-186.065637574667
AT2G26070,AT1G28370,AT4G11140,AT5G64750,-186.13384582469
AT2G26070,AT1G28370,AT4G17500,AT5G64750,-186.13384582469
AT2G26070,AT1G28370,AT4G05100,AT5G64750,-186.13384582469
AT2G26070,AT5G47220,AT5G47230,AT5G64750,-186.311595803748
AT2G26070,AT3G61630,AT5G47220,AT3G16770,-186.345939539818
AT2G26070,AT3G61630,AT5G47220,AT5G17490,-186.345939539818
AT2G26070,AT5G13910,AT1G28370,AT3G61630,-186.356989376005
AT2G26070,AT5G13910,AT1G28370,AT5G64750,-186.356989376005
AT2G26070,AT5G13910,AT1G28370,AT1G44830,-186.356989376006
AT2G26070,AT4G17500,AT5G47220,AT5G17490,-186.382307183988
AT2G26070,AT4G17500,AT5G47220,AT3G16770,-186.382307183988
AT2G26070,AT1G28370,AT5G47230,AT5G64750,-186.615683911586
AT2G26070,AT1G25560,AT1G28370,AT5G47220,-186.63362161227
AT2G26070,AT1G25560,AT1G68840,AT5G47220,-186.63362161227
AT2G26070,AT1G28370,AT1G74840,AT5G47220,-186.63362161227
AT2G26070,AT3G15210,AT5G47220,AT5G64750,-186.638736712935
AT2G26070,AT3G15210,AT1G28370,AT1G44830,-186.659938920587
AT2G26070,AT5G13910,AT5G47220,AT5G64750,-186.787772292096
AT2G26070,AT5G13910,AT3G61630,AT5G47220,-186.787772292096
AT2G26070,AT5G13910,AT5G47220,AT1G44830,-186.787772292097
AT2G26070,AT1G28370,AT3G16770,AT5G64750,-186.856845968401
AT2G26070,AT1G28370,AT5G17490,AT5G64750,-186.856845968401
