Target,Source1,Source2,Source3,BDeu
AT5G55620,AT3G15210,AT1G74840,AT4G05100,-88.9875953822323
AT5G55620,AT1G64380,AT1G74840,AT4G05100,-88.9875953822323
AT5G55620,AT1G74840,AT3G61630,AT4G05100,-88.9875953822323
AT5G55620,AT1G74840,AT4G11140,AT4G05100,-88.9875953822323
AT5G55620,AT1G74840,AT4G17500,AT4G05100,-88.9875953822323
AT5G55620,AT1G25560,AT1G68840,AT4G05100,-88.9875953822323
AT5G55620,AT1G25560,AT1G74840,AT4G05100,-88.9875953822323
AT5G55620,AT1G25560,AT5G47220,AT4G05100,-88.9875953822323
AT5G55620,AT1G25560,AT3G16770,AT4G05100,-88.9875953822323
AT5G55620,AT1G25560,AT4G05100,AT5G64750,-88.9875953822323
AT5G55620,AT1G68840,AT1G74840,AT4G05100,-88.9875953822323
AT5G55620,AT4G16750,AT1G74840,AT4G05100,-88.9875953822323
AT5G55620,AT5G13910,AT1G74840,AT4G05100,-88.9875953822323
AT5G55620,AT1G28370,AT1G74840,AT4G05100,-88.9875953822323
AT5G55620,AT1G74840,AT5G47220,AT4G05100,-88.9875953822323
AT5G55620,AT1G74840,AT5G47230,AT4G05100,-88.9875953822323
AT5G55620,AT1G74840,AT1G44830,AT4G05100,-88.9875953822323
AT5G55620,AT1G74840,AT3G16770,AT4G05100,-88.9875953822323
AT5G55620,AT1G74840,AT4G05100,AT5G17490,-88.9875953822323
AT5G55620,AT1G74840,AT4G05100,AT5G64750,-88.9875953822323
AT5G55620,AT1G25560,AT4G16750,AT4G05100,-88.9875953822323
AT5G55620,AT1G25560,AT5G13910,AT4G05100,-88.9875953822323
AT5G55620,AT1G25560,AT5G47230,AT4G05100,-88.9875953822323
AT5G55620,AT1G25560,AT1G44830,AT4G05100,-88.9875953822323
AT5G55620,AT1G25560,AT4G05100,AT5G17490,-88.9875953822323
AT5G55620,AT1G74840,AT3G23240,AT4G05100,-88.9875953822323
AT5G55620,AT4G16750,AT1G64380,AT1G74840,-116.002430358739
AT5G55620,AT4G16750,AT1G28370,AT1G74840,-116.407895466846
AT5G55620,AT1G25560,AT4G16750,AT1G74840,-116.407895466846
AT5G55620,AT1G25560,AT4G16750,AT3G61630,-116.407895466846
AT5G55620,AT4G16750,AT1G74840,AT5G47220,-116.407895466846
AT5G55620,AT4G16750,AT1G74840,AT1G44830,-116.407895466846
AT5G55620,AT3G15210,AT4G16750,AT1G74840,-116.407895466846
AT5G55620,AT1G68840,AT4G16750,AT1G74840,-116.407895466846
AT5G55620,AT4G16750,AT1G74840,AT3G23240,-116.407895466846
AT5G55620,AT4G16750,AT1G74840,AT3G61630,-116.407895466846
AT5G55620,AT4G16750,AT1G74840,AT4G11140,-116.407895466846
AT5G55620,AT4G16750,AT1G74840,AT4G17500,-116.407895466846
AT5G55620,AT4G16750,AT1G74840,AT5G17490,-116.407895466846
AT5G55620,AT4G16750,AT1G74840,AT5G64750,-116.407895466846
AT5G55620,AT4G16750,AT1G74840,AT5G47230,-116.407895466846
AT5G55620,AT4G16750,AT1G74840,AT3G16770,-116.407895466846
AT5G55620,AT1G25560,AT3G61630,AT4G05100,-116.695577539298
AT5G55620,AT1G25560,AT4G16750,AT1G44830,-116.695577539298
AT5G55620,AT1G25560,AT4G16750,AT4G11140,-116.695577539298
AT5G55620,AT1G25560,AT4G16750,AT4G17500,-116.695577539298
AT5G55620,AT1G25560,AT4G16750,AT3G16770,-116.695577539298
AT5G55620,AT1G25560,AT4G16750,AT5G17490,-116.695577539298
AT5G55620,AT1G25560,AT4G16750,AT5G64750,-116.695577539298
AT5G55620,AT1G25560,AT1G28370,AT4G05100,-117.101042647404
AT5G55620,AT3G61630,AT4G05100,AT5G64750,-117.388724719857
AT5G55620,AT4G16750,AT4G05100,AT5G64750,-117.388724719857
AT5G55620,AT4G16750,AT1G44830,AT4G05100,-117.506507755514
AT5G55620,AT3G61630,AT1G44830,AT4G05100,-117.506507755514
AT5G55620,AT4G16750,AT5G47230,AT4G05100,-117.506507755514
AT5G55620,AT3G61630,AT5G47230,AT4G05100,-117.506507755514
AT5G55620,AT4G16750,AT5G13910,AT1G74840,-117.794189827964
AT5G55620,AT3G61630,AT4G05100,AT5G17490,-117.874232535639
AT5G55620,AT4G16750,AT3G16770,AT4G05100,-117.874232535639
AT5G55620,AT4G16750,AT4G05100,AT5G17490,-117.874232535639
AT5G55620,AT3G61630,AT3G16770,AT4G05100,-117.874232535639
AT5G55620,AT4G16750,AT5G13910,AT4G05100,-117.948340507793
AT5G55620,AT5G13910,AT3G61630,AT4G05100,-117.948340507793
AT5G55620,AT4G16750,AT5G47220,AT4G05100,-118.142496522233
AT5G55620,AT3G61630,AT5G47220,AT4G05100,-118.142496522233
AT5G55620,AT4G16750,AT1G28370,AT4G05100,-118.253722157344
AT5G55620,AT4G16750,AT3G23240,AT4G05100,-118.253722157344
AT5G55620,AT1G68840,AT3G61630,AT4G05100,-118.253722157344
AT5G55620,AT4G16750,AT3G61630,AT4G05100,-118.253722157344
AT5G55620,AT1G25560,AT4G11140,AT4G05100,-118.305015451729
AT5G55620,AT1G25560,AT4G17500,AT4G05100,-118.305015451729
AT5G55620,AT3G15210,AT1G25560,AT4G05100,-118.305015451729
AT5G55620,AT1G25560,AT3G23240,AT4G05100,-118.305015451729
AT5G55620,AT1G25560,AT1G64380,AT4G05100,-118.305015451729
AT5G55620,AT1G28370,AT3G61630,AT4G05100,-118.400325631536
AT5G55620,AT3G23240,AT3G61630,AT4G05100,-118.487337008525
AT5G55620,AT3G15210,AT3G61630,AT4G05100,-118.641487688352
AT5G55620,AT1G64380,AT3G61630,AT4G05100,-118.676579008164
AT5G55620,AT3G61630,AT4G11140,AT4G05100,-118.710480559839
AT5G55620,AT3G61630,AT4G17500,AT4G05100,-118.710480559839
AT5G55620,AT1G64380,AT1G74840,AT1G44830,-119.046952796458
AT5G55620,AT1G25560,AT1G64380,AT1G44830,-119.046952796458
AT5G55620,AT1G25560,AT1G64380,AT5G64750,-119.33463486891
AT5G55620,AT1G64380,AT1G74840,AT5G64750,-119.33463486891
AT5G55620,AT5G47230,AT4G05100,AT5G64750,-119.58594929719
AT5G55620,AT3G16770,AT4G05100,AT5G64750,-119.58594929719
AT5G55620,AT4G05100,AT5G17490,AT5G64750,-119.58594929719
