Target,Source1,Source2,BDeu
AT2G26070,AT1G28370,AT1G44830,-127.732453075756
AT2G26070,AT1G25560,AT5G47220,-127.750390776438
AT2G26070,AT1G74840,AT5G47220,-127.750390776438
AT2G26070,AT1G28370,AT5G64750,-128.505642963986
AT2G26070,AT5G47230,AT3G16770,-129.404042327873
AT2G26070,AT5G47230,AT5G17490,-129.404042327873
AT2G26070,AT3G61630,AT5G47220,-129.89045693993
AT2G26070,AT4G17500,AT5G47220,-130.178139012381
AT2G26070,AT1G28370,AT1G74840,-130.206888425675
AT2G26070,AT1G28370,AT3G16770,-130.900035606234
AT2G26070,AT1G28370,AT5G17490,-130.900035606234
AT2G26070,AT4G11140,AT5G47220,-130.989069228596
AT2G26070,AT5G47230,AT5G64750,-131.881980308337
AT2G26070,AT4G16750,AT5G47220,-131.962929812291
AT2G26070,AT1G28370,AT3G61630,-132.604783698468
AT2G26070,AT5G47230,AT1G44830,-132.816289545714
AT2G26070,AT3G15210,AT5G47220,-133.122577991544
AT2G26070,AT5G47220,AT4G05100,-133.312856529237
AT2G26070,AT1G64380,AT5G47220,-133.846496830768
AT2G26070,AT5G47220,AT1G44830,-134.395601358003
AT2G26070,AT1G28370,AT4G11140,-134.641665625726
AT2G26070,AT1G28370,AT4G17500,-134.641665625726
AT2G26070,AT1G28370,AT4G05100,-134.641665625726
AT2G26070,AT5G47220,AT5G64750,-134.725843044871
AT2G26070,AT3G23240,AT5G47220,-135.595696685579
AT2G26070,AT1G28370,AT5G47220,-137.100254967194
AT2G26070,AT5G47220,AT3G16770,-140.646010463492
AT2G26070,AT5G47220,AT5G17490,-140.646010463492
AT2G26070,AT1G44830,AT3G16770,-146.218195918989
AT2G26070,AT1G44830,AT5G17490,-146.218195918989
AT2G26070,AT3G16770,AT5G64750,-146.601188171242
AT2G26070,AT5G17490,AT5G64750,-146.601188171242
AT2G26070,AT1G68840,AT5G47220,-148.382256693516
AT2G26070,AT1G44830,AT5G64750,-152.085244906871
AT2G26070,AT1G74840,AT5G47230,-153.319750732611
AT2G26070,AT3G61630,AT5G47230,-154.518446479832
AT2G26070,AT3G16770,AT5G17490,-155.375257662448
